element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,2,431.9629,431.9630,19,2.48e+07,B,185340.577,208484.202,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).3p,4P*,5/2,,"T6172,T6632","L10621,L3448",
O,2,432.2445,432.24477,5,,,232959.210,256087.746,2s2.2p2.(3P).3d,2F,7/2,2s2.2p2.(3P).4f F,2[2]*,5/2,,,L10621,
O,2,432.4790,432.4788,6,,,232796.298,255912.32,2s2.2p2.(3P).3d,2F,5/2,2s2.2p2.(3P).4f D,2[1]*,3/2,,,L10621,
O,2,432.5758,432.5761,15,1.42e+07,B,185235.281,208346.104,2s2.2p2.(3P).3s,4P,1/2,2s2.2p2.(3P).3p,4P*,1/2,,"T6172,T6632",L10621,
O,2,432.7465,432.7460,12,6.76e+07,D,229947.07,253048.82,2s2.2p2.(1D).3p,2D*,5/2,2s2.2p2.(1D).3d,2D,5/2,,T5723LS,L10621,
O,2,432.7851,432.7849,6,7.24e+06,D,229947.07,253046.74,2s2.2p2.(1D).3p,2D*,5/2,2s2.2p2.(1D).3d,2D,3/2,,T5723LS,L10621,
O,2,432.8586,432.8591,11,1.12e+08,D,232527.09,255622.80,2s2.2p2.(1D).3p,2P*,3/2,2s2.2p2.(1D).3d,2S,1/2,,T5723LS,L10621,
O,2,433.1176,433.1176,12,,,252993.39,276075.32,2s2.2p2.(1S).3p,2P*,3/2,2s2.2p2.(1S).3d,2D,5/2,,,L10621,
O,2,433.1468,433.1466,6,4.82e+06,D,229968.44,253048.82,2s2.2p2.(1D).3p,2D*,3/2,2s2.2p2.(1D).3d,2D,5/2,,T5723LS,L10621,
O,2,433.1862,433.1857,11,6.50e+07,D,229968.44,253046.74,2s2.2p2.(1D).3p,2D*,3/2,2s2.2p2.(1D).3d,2D,3/2,,T5723LS,L10621,
O,2,433.2707,433.2694,11,,,232753.816,255827.657,2s2.2p2.(3P).3d,4D,7/2,2s2.2p2.(3P).4f G,2[4]*,9/2,,,L10621,
O,2,433.4029,433.4026,6,,,232745.981,255812.728,2s2.2p2.(3P).3d,4D,3/2,2s2.2p2.(3P).4f D,2[2]*,3/2,,,L10621,
O,2,433.4186,433.4184,9,,,232747.562,255813.472,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(3P).4f D,2[2]*,5/2,,,L10621,
O,2,433.5362,433.5359,6,,,232753.816,255813.472,2s2.2p2.(3P).3d,4D,7/2,2s2.2p2.(3P).4f D,2[2]*,5/2,,,L10621,
O,2,433.6862,433.6859,17,1.53e+07,B,185340.577,208392.258,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).3p,4P*,3/2,,"T6172,T6632","L10621,L3448",
O,2,434.0328,434.0323,12,,,232796.298,255829.58,2s2.2p2.(3P).3d,2F,5/2,2s2.2p2.(3P).4f G,2[4]*,7/2,,,L10621,
O,2,434.2004,434.2003,15,,,232959.210,255983.584,2s2.2p2.(3P).3d,2F,7/2,2s2.2p2.(3P).4f G,2[5]*,9/2,,,L10621,
O,2,434.2813,434.2801,6*,,,253046.74,276066.88,2s2.2p2.(1D).3d,2D,3/2,2s2.2p2.(1D).4f D,2[2]*,5/2,,,L10621,
O,2,434.2813,434.2815,6*,,,253046.74,276066.81,2s2.2p2.(1D).3d,2D,3/2,2s2.2p2.(1D).4f D,2[2]*,3/2,,,L10621,
O,2,434.3202,434.3194,7w*,,,253048.82,276066.88,2s2.2p2.(1D).3d,2D,5/2,2s2.2p2.(1D).4f D,2[2]*,5/2,,,L10621,
O,2,434.3202,434.3207,7w*,,,253048.82,276066.81,2s2.2p2.(1D).3d,2D,5/2,2s2.2p2.(1D).4f D,2[2]*,3/2,,,L10621,
O,2,434.4375,434.4371,12,,,232747.562,255759.384,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(3P).4f G,2[3]*,7/2,,,L10621,
O,2,434.4958,434.4985,6,,,232747.562,255756.131,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(3P).4f G,2[3]*,5/2,,,L10621,
O,2,434.5560,434.5560,19,7.95e+07,B,185340.577,208346.104,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).3p,4P*,1/2,,"T6172,T6632","L10621,L3448",
O,2,434.6159,434.6167,5,,,232753.816,255756.131,2s2.2p2.(3P).3d,4D,7/2,2s2.2p2.(3P).4f G,2[3]*,5/2,,,L10621,
O,2,434.7223,434.7217,10*,1.19e+07,B+,206971.68,229968.44,2s2.2p2.(1D).3s,2D,5/2,2s2.2p2.(1D).3p,2D*,3/2,,T6172n,L10621,
O,2,434.7223,434.7224,10*,,,252987.23,275983.95,2s2.2p2.(1S).3p,2P*,1/2,2s2.2p2.(1S).3d,2D,3/2,,,L10621,
O,2,434.7420,434.7413,19,9.32e+07,B+,206972.72,229968.44,2s2.2p2.(1D).3s,2D,3/2,2s2.2p2.(1D).3p,2D*,3/2,,T6172n,"L10621,L3448",
O,2,434.9426,434.9426,23,6.75e+07,B,185499.124,208484.202,2s2.2p2.(3P).3s,4P,5/2,2s2.2p2.(3P).3p,4P*,5/2,,"T6172,T6632","L10621,L3448",
O,2,435.1262,435.1260,21,9.89e+07,B+,206971.68,229947.07,2s2.2p2.(1D).3s,2D,5/2,2s2.2p2.(1D).3p,2D*,5/2,,T6172n,"L10621,L3448",
O,2,435.3594,435.3592,12,,,232796.298,255759.384,2s2.2p2.(3P).3d,2F,5/2,2s2.2p2.(3P).4f G,2[3]*,7/2,,,L10621,
O,2,435.4178,435.4208,4,,,232796.298,255756.131,2s2.2p2.(3P).3d,2F,5/2,2s2.2p2.(3P).4f G,2[3]*,5/2,,,L10621,
O,2,435.7252,435.7221,10*,,,232745.981,255689.939,2s2.2p2.(3P).3d,4D,3/2,2s2.2p2.(3P).4f D,2[3]*,5/2,,,L10621,
O,2,435.7252,435.7254,10*,,,232747.562,255691.346,2s2.2p2.(3P).3d,4D,5/2,2s2.2p2.(3P).4f D,2[3]*,7/2,,,L10621,
O,2,435.7252,435.7257,10*,2.72e+04,C,208484.202,231427.970,2s2.2p2.(3P).3p,4P*,5/2,2s2.2p2.(3P).3d,4F,7/2,,T6172,L10621,
O,2,435.8451,435.8442,7,,,232753.816,255691.346,2s2.2p2.(3P).3d,4D,7/2,2s2.2p2.(3P).4f D,2[3]*,7/2,,,L10621,
O,2,435.9392,435.9395,7,1.44e+06,C+,211522.117,234454.634,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(3P).3d,2D,5/2,,T6172n,L10621,
O,2,436.6530,436.6530,9,,,232796.298,255691.346,2s2.2p2.(3P).3d,2F,5/2,2s2.2p2.(3P).4f D,2[3]*,7/2,,,L10621,
O,2,436.6892,436.6895,20,3.92e+07,B,185499.124,208392.258,2s2.2p2.(3P).3s,4P,5/2,2s2.2p2.(3P).3p,4P*,3/2,,"T6172,T6632","L10621,L3448",
O,1,436.825,436.8258,100,7.58e+05,B,76794.978,99680.968,2s2.2p3.(4S*).3s,3S*,1,2s2.2p3.(4S*).4p,3P,1,,"T5803n,LS",L3760,
O,2,436.9275,436.9272,13,3.57e+07,B,211522.117,234402.797,2s2.2p2.(3P).3p,2D*,3/2,2s2.2p2.(3P).3d,2D,3/2,,T6172n,L10621,
O,2,437.1618,437.1609,11,,,232959.210,255827.657,2s2.2p2.(3P).3d,2F,7/2,2s2.2p2.(3P).4f G,2[4]*,9/2,,,L10621,
O,2,437.4295,437.4322,9,,,232959.210,255813.472,2s2.2p2.(3P).3d,2F,7/2,2s2.2p2.(3P).4f D,2[2]*,5/2,,,L10621,
O,2,437.8027,437.8029,8,,,253046.74,275881.65,2s2.2p2.(1D).3d,2D,3/2,2s2.2p2.(1D).4f F,2[3]*,5/2,,,L10621,
O,2,437.8427,437.8428,9*,,,253048.82,275881.65,2s2.2p2.(1D).3d,2D,5/2,2s2.2p2.(1D).4f F,2[3]*,7/2,,,L10621,
O,2,437.8427,437.8428,9*,,,253048.82,275881.65,2s2.2p2.(1D).3d,2D,5/2,2s2.2p2.(1D).4f F,2[3]*,5/2,,,L10621,
O,2,439.5942,439.5935,15,3.91e+07,B,211712.732,234454.634,2s2.2p2.(3P).3p,2D*,5/2,2s2.2p2.(3P).3d,2D,5/2,,T6172n,L10621,
O,2,439.7855,439.7823,4,,,232959.210,255691.346,2s2.2p2.(3P).3d,2F,7/2,2s2.2p2.(3P).4f D,2[3]*,7/2,,,L10621,
O,2,440.4950,440.4970,7,,,233430.53,256125.785,2s2.2p2.(3P).3d,2P,3/2,2s2.2p2.(3P).4f F,2[3]*,5/2,,,L10621,
O,2,440.5987,440.5978,8,4.30e+06,B,211712.732,234402.797,2s2.2p2.(3P).3p,2D*,5/2,2s2.2p2.(3P).3d,2D,3/2,,T6172n,L10621,
O,2,441.4905,441.4899,27,8.47e+07,B,189068.514,211712.732,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(3P).3p,2D*,5/2,,"T6172,T6632","L10621,L3448",
O,2,441.6974,441.6975,25,7.16e+07,B,188888.543,211522.117,2s2.2p2.(3P).3s,2P,1/2,2s2.2p2.(3P).3p,2D*,3/2,,"T6172,T6632","L10621,L3448",
O,2,443.5506,443.5506,7,,,233544.59,256083.604,2s2.2p2.(3P).3d,2P,1/2,2s2.2p2.(3P).4f F,2[2]*,3/2,,,L10621,
O,2,444.3007,444.3010,15,5.05e+07,D,228723.84,251224.79,2s2.2p2.(1D).3p,2F*,5/2,2s2.2p2.(1D).3d,2F,5/2,,T5723LS,L10621,
