element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ga,21,0.9685,0.0010,0.9685*,8,,,415258,10741000,2p6.3p,2P*,3/2,2p5.3p.3d,"(0,5/2)",5/2,,,L12180,
Ga,21,0.9720,0.0010,0.9720*,5,,,0,10288000,2p6.3s,2S,1/2,2p5.3s.3d,"(1,3/2)*",3/2,,,L12180,
Ga,21,0.9739,0.0010,0.9739*,8,,,915386,11183000,2p6.3d,2D,5/2,2p5.(2P*<1/2>).3d2.(1G<4>),"(1/2,4)*",7/2,,,L12180,
Ga,21,0.9752,0.0010,0.975*,9,,,915386,11170000,2p6.3d,2D,5/2,2p5.(2P*<1/2>).3d2.(3F<3>),"(1/2,3)*",5/2,,,L12180,
Ga,21,0.9772,0.0010,0.9772*,7,,,0,10233000,2p6.3s,2S,1/2,2p5.3s.3d,"(1,5/2)*",3/2,,,L12180,
Ga,21,0.9780,0.0010,0.978*,8,,,364657,10590000,2p6.3p,2P*,1/2,2p5.3p.3d,"(1,3/2)",3/2,,,L12180,
Ga,21,0.9791,0.0010,0.9791*,6,,,415258,10629000,2p6.3p,2P*,3/2,2p5.3p.3d,"(2,5/2)",5/2,,,L12180,
Ga,21,0.9812,0.0010,0.9812*,5,,,906815,11098000,2p6.3d,2D,3/2,2p5.(2P*<1/2>).3d2.(3F<2>),"(1/2,2)*",5/2,,,L12180,
Ga,21,0.9905,0.0010,0.9905*,7,,,915386,11011000,2p6.3d,2D,5/2,2p5.(2P*<3/2>).3d2.(1S<0>),"(3/2,0)*",3/2,,,L12180,
Ga,21,0.9920,0.0010,0.9925*,6,,,906815,10982000,2p6.3d,2D,3/2,2p5.(2P*<3/2>).3d2.(3F<4>),"(3/2,4)*",5/2,,,L12180,
Ga,21,0.9939,0.0010,0.9934*,7,,,915386,10982000,2p6.3d,2D,5/2,2p5.(2P*<3/2>).3d2.(3F<4>),"(3/2,4)*",5/2,,,L12180,
Ga,21,0.9961,0.0010,0.9961*,9,,,915386,10955000,2p6.3d,2D,5/2,2p5.(2P*<3/2>).3d2.(1G<4>),"(3/2,4)*",7/2,,,L12180,
Ga,21,2.0956,0.0010,2.0956*,75,,,364657,5136600,2p6.3p,2P*,1/2,2p6.6d,2D,3/2,,,L12180,
Ga,21,2.1175,0.0010,2.1175*,200,,,415258,5137800,2p6.3p,2P*,3/2,2p6.6d,2D,5/2,,,L12180,
Ga,21,2.1676,0.0010,2.1676*,100,,,906815,5520200,2p6.3d,2D,3/2,2p6.7f,2F*,5/2,,,L12180,
Ga,21,2.1709,0.0010,2.1709*,100,,,915386,5521800,2p6.3d,2D,5/2,2p6.7f,2F*,7/2,,,L12180,
Ga,21,2.2545,0.0010,2.2545*,120,,,0,4435600,2p6.3s,2S,1/2,2p6.5p,2P*,3/2,,,L12180,
Ga,21,2.2596,0.0010,2.2596*,100,,,0,4425600,2p6.3s,2S,1/2,2p6.5p,2P*,1/2,,,L12180,
Ga,21,2.3500,0.0010,2.3500*,100,,,906815,5162100,2p6.3d,2D,3/2,2p6.6f,2F*,5/2,,,L12180,
Ga,21,2.3540,0.0010,2.3540*,200,,,915386,5163500,2p6.3d,2D,5/2,2p6.6f,2F*,7/2,,,L12180,
Ga,21,2.4039,0.0010,2.4042*,2,,,364657,4524100,2p6.3p,2P*,1/2,2p6.5d,2D,3/2,,,L12180,
Ga,21,2.4330,0.0010,2.4326*,3,,,415258,4526100,2p6.3p,2P*,3/2,2p6.5d,2D,5/2,,,L12180,
Ga,21,2.727,0.010,2.7366*,6,,,915386,4569500,2p6.3d,2D,5/2,2p6.5f,2F*,7/2,,,L12180,
Ga,21,2.732,0.010,2.7308*,6,,,906815,4568700,2p6.3d,2D,3/2,2p6.5f,2F*,5/2,,,L12180,
Ga,20,2.883,0.010,2.8830*,1,,,923833,4392400,3s.3d,3D,3,3s.5f,3F*,4,,,L12180,
Ga,21,3.1203,0.0010,3.1204*,500,,,0,3204700,2p6.3s,2S,1/2,2p6.4p,2P*,3/2,,,L12180,
Ga,21,3.1401,0.0010,3.1401*,350,,,0,3184600,2p6.3s,2S,1/2,2p6.4p,2P*,1/2,,,L12180,
Ga,20,3.1797,0.0010,3.1797*,2,,,359566,3504500,3s.3p,3P*,2,3p.4p,3D,3,,,L12180,
Ga,20,3.2417,0.0010,3.2417*,1,,,0,3084800,3s2,1S,0,3s.4p,1P*,1,,,L12180,
Ga,21,3.3084,0.0010,3.3083*,500,,,364657,3387400,2p6.3p,2P*,1/2,2p6.4d,2D,3/2,,,L12180,
Ga,21,3.3603,0.0010,3.3603*,700,,,415258,3391200,2p6.3p,2P*,3/2,2p6.4d,2D,5/2,,,L12180,
Ga,21,3.3644,0.0010,3.3646*,200,,,415258,3387400,2p6.3p,2P*,3/2,2p6.4d,2D,3/2,,,L12180,
Ga,20,3.3894,0.0010,3.3894*,2,,,323519,3273900,3s.3p,3P*,1,3s.4d,3D,2,,,L12180,
Ga,20,3.4250,0.0010,3.4250*,3,,,359566,3279300,3s.3p,3P*,2,3s.4d,3D,3,,,L12180,
Ga,20,3.5700,0.0010,3.5700*,2,,,480591,3281700,3s.3p,1P*,1,3s.4d,1D,2,,,L12180,
Ga,21,3.7414,0.0010,3.74140*,300,,,364657,3037450,2p6.3p,2P*,1/2,2p6.4s,2S,1/2,,,L12180,
Ga,20,3.7849,0.0010,3.7845*,1,,,764337,3406700,3p2,1D,2,3s.4f,1F*,3,,,L12180,
Ga,21,3.8136,0.0010,3.81360*,400,,,415258,3037450,2p6.3p,2P*,3/2,2p6.4s,2S,1/2,,,L12180,
Ga,21,3.8920,0.0010,3.8920*,700,,,906815,3476200,2p6.3d,2D,3/2,2p6.4f,2F*,5/2,,,L12180,
Ga,21,3.9027,0.0010,3.9027*,1000,,,915386,3477700,2p6.3d,2D,5/2,2p6.4f,2F*,7/2,,,L12180,
Ga,20,4.0100,0.0010,4.0100*,4,,,1304060,3797800,3p.3d,3F*,4,3p.4f,3G,5,,,L12180,
Ga,20,4.054,0.010,4.0541*,4,,,923833,3390500,3s.3d,3D,3,3s.4f,3F*,4,,,L12180,
Ga,20,4.1798,0.0010,4.1798*,2,,,1440365,3832800,3p.3d,1F*,3,3p.4f,1G,4,,,L12180,
Ga,20,4.1983,0.0010,4.1989*,2,,,1025102,3406700,3s.3d,1D,2,3s.4f,1F*,3,,,L12180,
Ga,21,4.3683,0.0010,4.3681*,250,,,915386,3204700,2p6.3d,2D,5/2,2p6.4p,2P*,3/2,,,L12180,
Ga,21,4.3904,0.0010,4.3902*,180,,,906815,3184600,2p6.3d,2D,3/2,2p6.4p,2P*,1/2,,,L12180,
Ga,17,4.596,0.010,,1,,,,,3s2.3p2.3d,4F,9/2,3s2.3p2.4f,4G*,11/2,,,L12180,
Ga,17,4.63,0.10,,1,,,,,3s2.3p2.3d,2G,9/2,3s2.3p2.4f,2H*,11/2,,,L12180,
Ga,15,5.157,0.010,,1,,,,,3p4.(3P).3d,4D,7/2,3p4.(3P).4f,4F*,9/2,,,L12180,
Ga,15,5.227,0.010,,1,,,,,3p4.(3P).3d,4F,9/2,3p4.(3P).4f,4G*,11/2,,,L12180,
Ga,24,5.7779,0.0010,5.7779*,6,,,0,1730730,2s2.2p4,3P,2,2s.2p5,1P*,1,,,L12180,
Ga,13,5.9975,0.0010,5.997*,2,,,0,1667400,3p6.3d,2D,3/2,3p6.4f,2F*,5/2,,,L12180,
Ga,13,6.0171,0.0010,6.017*,3,,,6308,1668200,3p6.3d,2D,5/2,3p6.4f,2F*,7/2,,,L12180,
Ga,25,6.8009,0.0010,6.8007*,1,,,208620+x,1679060+x,2s2.2p3,2D*,3/2,2s.2p4,2P,3/2,,,L12180,
Ga,23,6.9782,0.0010,6.9782*,40,,,0,1433030,2s2.2p5,2P*,3/2,2s.2p6,2S,1/2,,,L12180,
Ga,24,6.9862,0.0010,6.9862*,30,,,299340,1730730,2s2.2p4,1D,2,2s.2p5,1P*,1,,,L12180,
Ga,25,7.1232,0.0010,7.1241*,2bl,,,208620+x,1612310+x,2s2.2p3,2D*,3/2,2s.2p4,2S,1/2,,,L12180,
Ga,21,7.1525,0.0010,7.152*,50,,,3037450,4435600,2p6.4s,2S,1/2,2p6.5p,2P*,3/2,,,L12180,
Ga,25,7.1561,0.0010,7.1561*,6,,,281650+x,1679060+x,2s2.2p3,2D*,5/2,2s.2p4,2P,3/2,,,L12180,
Ga,24,7.3107,0.0010,7.3107*,15,,,0,1367860,2s2.2p4,3P,2,2s.2p5,3P*,1,,,L12180,
Ga,26,7.460,0.010,7.4600*,6,,,186890+x,1527370+x,2s2.2p2,3P,1,2s.2p3,3S*,1,,,L12180,
Ga,21,7.4657,0.0010,7.465*,80,,,3184600,4524100,2p6.4p,2P*,1/2,2p6.5d,2D,3/2,,,L12180,
Ga,25,7.4866,0.0010,7.487*,8,,,561600+y,1897320+y,2s2.2p3,2P*,3/2,2s.2p4,2P,1/2,,,L12180,
Ga,21,7.5677,0.0010,7.568*,100,,,3204700,4526100,2p6.4p,2P*,3/2,2p6.5d,2D,5/2,,,L12180,
Ga,25,7.754,0.010,7.7542*,5,,,389440+x,1679060+x,2s2.2p3,2P*,1/2,2s.2p4,2P,3/2,,,L12180,
Ga,26,7.8385,0.0010,7.8385*,12,,,251620+x,1527370+x,2s2.2p2,3P,2,2s.2p3,3S*,1,,,L12180,
Ga,24,7.8385,0.0010,7.8385*,12,,,209330,1485080,2s2.2p4,3P,1,2s.2p5,3P*,0,,,L12180,
Ga,24,8.0110,0.0010,8.0110*,30bl*,,,0,1248280,2s2.2p4,3P,2,2s.2p5,3P*,2,,,L12180,
Ga,24,8.0110,0.0010,8.0110*,30bl*,,,119570,1367860,2s2.2p4,3P,0,2s.2p5,3P*,1,,,L12180,
Ga,25,8.1776,0.0010,8.1775*,4,,,389440+x,1612310+x,2s2.2p3,2P*,1/2,2s.2p4,2S,1/2,,,L12180,
Ga,23,8.3013,0.0010,8.301*,25,,,228400,1433030,2s2.2p5,2P*,1/2,2s.2p6,2S,1/2,,,L12180,
Ga,25,8.4110,0.0010,8.4110*,5,,,0,1188920,2s2.2p3,4S*,3/2,2s.2p4,4P,1/2,,,L12180,
Ga,25,8.4401,0.0010,8.4401*,11,,,281650+x,1466470+x,2s2.2p3,2D*,5/2,2s.2p4,2D,5/2,,,L12180,
Ga,21,8.4649,0.0010,8.465*,250,,,3387400,4568700,2p6.4d,2D,3/2,2p6.5f,2F*,5/2,,,L12180,
Ga,25,8.4713,0.0010,8.4713*,4bl,,,1412790+x,2593240+x,2s.2p4,2D,3/2,2p5,2P*,3/2,,,L12180,
Ga,21,8.4867,0.0010,8.487*,300,,,3391200,4569500,2p6.4d,2D,5/2,2p6.5f,2F*,7/2,,,L12180,
Ga,25,8.5910,0.0010,8.5910*,2,,,0,1164010,2s2.2p3,4S*,3/2,2s.2p4,4P,3/2,,,L12180,
Ga,24,8.6316,0.0010,8.6316*,4,,,209330,1367860,2s2.2p4,3P,1,2s.2p5,3P*,1,,,L12180,
Ga,24,8.6552,0.0010,8.6552*,4,,,575360,1730730,2s2.2p4,1S,0,2s.2p5,1P*,1,,,L12180,
Ga,26,8.6946,0.0010,8.6947*,2,,,251620+x,1401750+x,2s2.2p2,3P,2,2s.2p3,3P*,2,,,L12180,
Ga,25,8.8749,0.0010,8.8749*,6,,,1466470+x,2593240+x,2s.2p4,2D,5/2,2p5,2P*,3/2,,,L12180,
Ga,24,8.8900,0.0010,8.8900*,2,,,1730730,2855590,2s.2p5,1P*,1,2p6,1S,0,,,L12180,
Ga,26,9.1063,0.0010,9.1063*,6,,,0,1098140,2s2.2p2,3P,0,2s.2p3,3D*,1,,,L12180,
Ga,21,9.1071,0.0010,9.107*,400,,,3476200,4574200,2p6.4f,2F*,5/2,2p6.5g,2G,7/2,,,L12180,
Ga,21,9.1149,0.0010,9.115*,450,,,3477700,4574800,2p6.4f,2F*,7/2,2p6.5g,2G,9/2,,,L12180,
Ga,24,9.6255,0.0010,9.6251*,4,,,209330,1248280,2s2.2p4,3P,1,2s.2p5,3P*,2,,,L12180,
Ga,25,9.8333,0.0010,9.8333*,6bl,,,0,1016950,2s2.2p3,4S*,3/2,2s.2p4,4P,5/2,,,L12180,
Ga,13,11.9464,0.0010,11.9464*,20,,,0,837070,3p6.3d,2D,3/2,3p5.(2P*).3d2.(3F),2D*,3/2,,,L12180,
Ga,13,12.0249,0.0010,12.0248*,20,,,6308,837920,3p6.3d,2D,5/2,3p5.(2P*).3d2.(3P),2P*,3/2,,,L12180,
Ga,13,12.0390,0.0010,12.0390*,40,,,6308,836940,3p6.3d,2D,5/2,3p5.(2P*).3d2.(3F),2D*,5/2,,,L12180,
Ga,15,12.7439,0.0010,12.7439*,3,,,0,784690,3p5,2P*,3/2,3p4.(3P).3d,2D,5/2,,,L12180,
Ga,15,12.8292,0.0010,12.8292*,3,,,40699,820170,3p5,2P*,1/2,3p4.(3P).3d,2D,3/2,,,L12180,
Ga,15,12.8727,0.0010,12.8727*,8,,,0,776840,3p5,2P*,3/2,3p4.(3P).3d,2P,3/2,,,L12180,
Ga,13,13.0156,0.0010,13.0155*,200,,,6308,774620,3p6.3d,2D,5/2,3p5.(2P*).3d2.(1G),2F*,7/2,,,L12180,
Ga,13,13.2128,0.0010,13.2128*,10,,,0,756840,3p6.3d,2D,3/2,3p5.(2P*).3d2.(3F),2F*,5/2,,,L12180,
Ga,16,13.219,0.010,13.217*,2,,,0,756600,3p4,3P,2,3p3.(4S*).3d,3D*,3,,,L12180,
Ga,16,13.2680,0.0010,13.2681*,10,,,65670,819360,3p4,1D,2,3p3.(2D*).3d,1F*,3,,,L12180,
Ga,15,13.3106,0.0010,13.3106*,5,,,40699,791980,3p5,2P*,1/2,3p4.(3P).3d,2P,1/2,,,L12180,
Ga,15,13.3786,0.0010,13.3786*,10,,,0,747460,3p5,2P*,3/2,3p4.(1D).3d,2S,1/2,,,L12180,
Ga,16,13.6800,0.0010,13.6801*,30bl*,,,0,730990,3p4,3P,2,3p3.(2D*).3d,3P*,2,,,L12180,
Ga,16,13.6800,0.0010,13.68*,30bl*,,,132010,863000,3p4,1S,0,3p3.(2P*).3d,1P*,1,,,L12180,
Ga,17,13.8491,0.0010,13.849*,3,,,67727,789800,3s2.3p3,2D*,5/2,3s2.3p2.(3P).3d,2F,7/2,,,L12180,
Ga,17,14.2397,0.0010,14.2397+,10,,,52916,755178,3s2.3p3,2D*,3/2,3s2.3p2.(1D).3d,2D,3/2,,,L12180,
Ga,17,14.4213,0.0010,14.4213+,20,,,0,693419,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4P,5/2,,,L12180,
Ga,18,14.7624,0.0010,14.7624+,20,,,0,677397,3s2.3p2,3P,0,3s2.3p.3d,3D*,1,,,L12180,
Ga,20,14.7923,0.0010,14.7923+,100,,,764337,1440365,3p2,1D,2,3p.3d,1F*,3,,,L12180,
Ga,18,14.8092,0.0010,14.8092*,20,,,94730,769986,3s2.3p2,1D,2,3s2.3p.3d,1F*,3,,,L12180,
Ga,18,15.0855,0.0010,15.086*,300,,,45700,708588,3s2.3p2,3P,2,3s2.3p.3d,3D*,3,,,L12180,
Ga,19,15.4980,0.0010,15.4982+,50,,,0,645235,3s2.3p,2P*,1/2,3s2.3d,2D,3/2,,,L12180,
Ga,18,15.6510,0.0010,15.6503*,3,,,151510,790477,3s2.3p2,1S,0,3s2.3p.3d,1P*,1,,,L12180,
Ga,18,15.6807,0.0010,15.681*,5,,,28090,665820,3s2.3p2,3P,1,3s2.3p.3d,3P*,2,,,L12180,
Ga,20,16.5342,0.0010,16.5342+,400bl,,,310815,915622,3s.3p,3P*,0,3s.3d,3D,1,,,L12180,
Ga,19,16.5352,0.0010,16.5352+,400,,,46584,651354,3s2.3p,2P*,3/2,3s2.3d,2D,5/2,,,L12180,
Ga,18,16.6067,0.0010,16.607*,10,,,94730,696896,3s2.3p2,1D,2,3s2.3p.3d,1D*,2,,,L12180,
Ga,19,16.7045,0.0010,16.7042+,1,,,46584,645235,3s2.3p,2P*,3/2,3s2.3d,2D,3/2,,,L12180,
Ga,5,16.7456,0.0010,16.7456+,40,,,0,597172,3d9,2D,5/2,3d8.(1S<0>).4f,"(0,7/2)*",7/2,,,L12180,
Ga,7,16.7868,0.0005,16.7867+,40,,,0,595711,3d7,4F,9/2,3d6.(3P1).4p,4D*,7/2,,,L12180,
Ga,20,16.7959,0.0010,16.7959+,300,,,323519,918903,3s.3p,3P*,1,3s.3d,3D,2,,,L12180,
Ga,7,16.8108,0.0005,16.810*,140,,,0,594880,3d7,4F,9/2,3d6.(3F1).4p,4F*,9/2,,,L12180,
Ga,5,16.8414,0.0010,16.8414+,30,,,3583,597358,3d9,2D,3/2,3d8.(1S<0>).4f,"(0,5/2)*",5/2,,,L12180,
Ga,7,16.9032,0.0005,16.9024+,70,,,2753,594384,3d7,4F,7/2,3d6.(3F1).4p,4F*,5/2,,,L12180,
Ga,7,16.9360,0.0005,16.9358+,70,,,2753,593217,3d7,4F,7/2,3d6.(3F1).4p,4F*,7/2,,,L12180,
Ga,20,16.9502,0.0010,16.9507+,80,,,764337,1354283,3p2,1D,2,3p.3d,3D*,3,,,L12180,
Ga,7,16.9505,0.0005,16.9501+,10,,,0,589966,3d7,4F,9/2,3d6.(3F1).4p,2G*,9/2,,,L12180,
Ga,7,16.9806,0.0005,16.980*,10,,,2753,591670,3d7,4F,7/2,3d6.(3F1).4p,2G*,7/2,,,L12180,
Ga,20,16.9890,0.0010,16.9891+,10,,,769392,1358005,3p2,3P,1,3p.3d,3P*,1,,,L12180,
Ga,7,16.9975,0.0005,16.9974+,10,,,4641,592966,3d7,4F,5/2,3d6.(3P1).4p,4P*,5/2,,,L12180,
Ga,7,17.0649,0.0005,17.0646+,40,,,5885,591892,3d7,4F,3/2,3d6.(3F1).4p,4D*,3/2,,,L12180,
Ga,7,17.0966,0.0005,17.0964+,10,,,5885,590804,3d7,4F,3/2,3d6.(3F1).4p,4D*,1/2,,,L12180,
Ga,20,17.1586,0.0010,17.158*,10,,,1273370,1856190,3p.3d,3F*,3,3d2,3F,3,,,L12180,
Ga,20,17.1847,0.0010,17.1847+,100,,,739768,1321681,3p2,3P,0,3p.3d,3D*,1,,,L12180,
Ga,7,17.2672,0.0005,17.2672+,10,,,62189,641323,3d7,2F,7/2,3d6.(1D1).4p,2F*,7/2,,,L12180,
Ga,7,17.4073,0.0005,17.4075+,30,,,0,574464,3d7,4F,9/2,3d6.(3F1).4p,4D*,7/2,,,L12180,
Ga,7,17.4889,0.0005,17.4889+,10,,,2753,574543,3d7,4F,7/2,3d6.(3F1).4p,4D*,5/2,,,L12180,
Ga,7,17.5550,0.0005,17.5550+,70,,,26072,595711,3d7,4P,5/2,3d6.(3P1).4p,4D*,7/2,,,L12180,
Ga,7,17.5959,0.0005,17.5960+,2,,,26072,594384,3d7,4P,5/2,3d6.(3F1).4p,4F*,5/2,,,L12180,
Ga,7,17.5981,0.0005,17.5981+,20,,,26142,594384,3d7,4P,3/2,3d6.(3F1).4p,4F*,5/2,,,L12180,
Ga,7,17.6054,0.0005,17.6054+,80*,,,61134,629143,3d7,2F,5/2,3d6.(1D1).4p,2D*,3/2,,,L12180,
Ga,7,17.6054,0.0005,17.6054+,80*,,,62189,630195,3d7,2F,7/2,3d6.(1D1).4p,2D*,5/2,,,L12180,
Ga,7,17.6260,0.0005,17.626*,290,,,37710,605052,3d7,2H,11/2,3d6.(1G1).4p,2G*,9/2,,,L12180,
Ga,7,17.6325,0.0005,17.6322+,20,,,26072,593217,3d7,4P,5/2,3d6.(3F1).4p,4F*,7/2,,,L12180,
Ga,7,17.6400,0.0005,17.6400+,30,,,26072,592966,3d7,4P,5/2,3d6.(3P1).4p,4P*,5/2,,,L12180,
Ga,7,17.6700,0.0005,17.670*,150,,,40229,606160,3d7,2H,9/2,3d6.(1G1).4p,2F*,7/2,,,L12180,
Ga,7,17.6758,0.0005,17.6757+,30,,,26142,591892,3d7,4P,3/2,3d6.(3F1).4p,4D*,3/2,,,L12180,
Ga,7,17.6913,0.0005,17.6912+,50,,,26142,591396,3d7,4P,3/2,3d6.(3P1).4p,4D*,5/2,,,L12180,
Ga,7,17.7120,0.0005,17.71*,70,,,37710,602300,3d7,2H,11/2,3d6.(1G1).4p,2H*,11/2,,,L12180,
Ga,20,17.7218,0.0010,17.7221+,100,,,359566,923833,3s.3p,3P*,2,3s.3d,3D,3,,,L12180,
Ga,7,17.7289,0.0005,17.729*,20,,,27850,591892,3d7,4P,1/2,3d6.(3F1).4p,4D*,3/2,,,L12180,
Ga,7,17.7576,0.0005,17.758*,30,,,26072,589210,3d7,4P,5/2,3d6.(3P1).4p,4P*,3/2,,,L12180,
Ga,7,17.7634,0.0005,17.763*,30,,,27850,590804,3d7,4P,1/2,3d6.(3F1).4p,4D*,1/2,,,L12180,
Ga,20,17.7780,0.0010,17.7780+,40,,,769392,1331885,3p2,3P,1,3p.3d,3D*,2,,,L12180,
Ga,7,17.8139,0.0005,17.814*,20,,,27850,589210,3d7,4P,1/2,3d6.(3P1).4p,4P*,3/2,,,L12180,
Ga,7,17.8215,0.0005,17.8215+,90*,,,40229,601349,3d7,2H,9/2,3d6.(1G1).4p,2G*,7/2,,,L12180,
Ga,7,17.8215,0.0005,17.822*,90*,,,38580,599692,3d7,2D2,5/2,3d6.(3P1).4p,2P*,3/2,,,L12180,
Ga,7,17.8371,0.0005,17.837*,60,,,37710,598337,3d7,2H,11/2,3d6.(1G1).4p,2H*,9/2,,,L12180,
Ga,19,17.8626,0.0010,17.8623+,5,,,0,559837,3s2.3p,2P*,1/2,3s.3p2,2P,3/2,,,L12180,
Ga,20,17.8783,0.0010,17.8783+,5,,,359566,918903,3s.3p,3P*,2,3s.3d,3D,2,,,L12180,
Ga,7,17.8874,0.0005,17.8874+,150,,,26072,585126,3d7,4P,5/2,3d6.(3P1).4p,4S*,3/2,,,L12180,
Ga,7,17.8897,0.0005,17.8896+,30,,,26142,585126,3d7,4P,3/2,3d6.(3P1).4p,4S*,3/2,,,L12180,
Ga,20,17.9170,0.0010,17.916*,20,,,1304060,1862210,3p.3d,3F*,4,3d2,3F,4,,,L12180,
Ga,7,17.9177,0.0005,17.9177+,40,,,40229,598337,3d7,2H,9/2,3d6.(1G1).4p,2H*,9/2,,,L12180,
Ga,7,17.9445,0.0005,17.944*,40,,,27850,585126,3d7,4P,1/2,3d6.(3P1).4p,4S*,3/2,,,L12180,
Ga,7,17.9480,0.0005,17.948*,90,,,37710,594880,3d7,2H,11/2,3d6.(3F1).4p,4F*,9/2,,,L12180,
Ga,7,18.0022,0.0005,18.0024+,20,,,40229,595711,3d7,2H,9/2,3d6.(3P1).4p,4D*,7/2,,,L12180,
Ga,7,18.0210,0.0005,18.0210+,2,,,42718,597627,3d7,2D2,3/2,3d6.(3P1).4p,2P*,1/2,,,L12180,
Ga,7,18.0428,0.0005,18.0430+,40,,,0,554233,3d7,4F,9/2,3d6.(3D).4p,4F*,7/2,,,L12180,
Ga,5,18.0563,0.0010,18.0563+,90,,,0,553823,3d9,2D,5/2,3d8.(1G<4>).4f,"(4,7/2)*",7/2,,,L12180,
Ga,5,18.0805,0.0010,18.081*,20,,,0,553080,3d9,2D,5/2,3d8.(1G<4>).4f,"(4,7/2)*",3/2,,,L12180,
Ga,5,18.0833,0.0010,18.0832+,330bl,,,0,552998,3d9,2D,5/2,3d8.(1G<4>).4f,"(4,7/2)*",5/2,,,L12180,
Ga,7,18.0833,0.0005,18.0836+,330bl,,,40229,593217,3d7,2H,9/2,3d6.(3F1).4p,4F*,7/2,,,L12180,
Ga,7,18.1075,0.0005,18.1075+,370*,,,0,552256,3d7,4F,9/2,3d6.(1G2).4p,2G*,7/2,,,L12180,
Ga,7,18.1075,0.0005,18.108*,370*,,,37710,589966,3d7,2H,11/2,3d6.(3F1).4p,2G*,9/2,,,L12180,
Ga,5,18.1160,0.0010,18.1160+,150,,,0,551998,3d9,2D,5/2,3d8.(1G<4>).4f,"(4,5/2)*",3/2,,,L12180,
Ga,7,18.1343,0.0005,18.134*,260,,,40229,591670,3d7,2H,9/2,3d6.(3F1).4p,2G*,7/2,,,L12180,
Ga,7,18.1382,0.0005,18.1381+,10,,,33799,585126,3d7,2P,3/2,3d6.(3P1).4p,4S*,3/2,,,L12180,
Ga,7,18.1567,0.0005,18.1566+,20,,,2753,553516,3d7,4F,7/2,3d6.(3D).4p,4D*,5/2,,,L12180,
Ga,5,18.1729,0.0010,18.1729+,70,,,3583,553853,3d9,2D,3/2,3d8.(1G<4>).4f,"(4,5/2)*",5/2,,,L12180,
Ga,5,18.1985,0.0010,18.198*,120,,,3583,553080,3d9,2D,3/2,3d8.(1G<4>).4f,"(4,7/2)*",3/2,,,L12180,
Ga,5,18.2010,0.0010,18.2012+,15,,,3583,552998,3d9,2D,3/2,3d8.(1G<4>).4f,"(4,7/2)*",5/2,,,L12180,
Ga,7,18.2090,0.0005,18.2092+,10,,,42718,591892,3d7,2D2,3/2,3d6.(3F1).4p,4D*,3/2,,,L12180,
Ga,5,18.2291,0.0010,18.2291+,120,,,3583,552156,3d9,2D,3/2,3d8.(1G<4>).4f,"(4,7/2)*",1/2,,,L12180,
Ga,7,18.2323,0.0005,18.2325+,30,,,26072,574543,3d7,4P,5/2,3d6.(3F1).4p,4D*,5/2,,,L12180,
Ga,7,18.2351,0.0005,18.2351+,700*,,,26072,574464,3d7,4P,5/2,3d6.(3F1).4p,4D*,7/2,,,L12180,
Ga,7,18.2351,0.0005,18.2348+,700*,,,26142,574543,3d7,4P,3/2,3d6.(3F1).4p,4D*,5/2,,,L12180,
Ga,20,18.2370,0.0010,18.237*,3,,,908230,1456566,3p2,1S,0,3p.3d,1P*,1,,,L12180,
Ga,19,18.2370,0.0010,18.2349+,3bl,,,0,548398,3s2.3p,2P*,1/2,3s.3p2,2P,1/2,,,L12180,
Ga,7,18.2767,0.0005,18.2766+,30,,,26142,573291,3d7,4P,3/2,3d6.(3P1).4p,4D*,3/2,,,L12180,
Ga,5,18.2882,0.0010,18.2882+,20,,,0,546801,3d9,2D,5/2,3d8.(3P<0>).4f,"(0,5/2)*",5/2,,,L12180,
Ga,5,18.2920,0.0010,18.2920+,80,,,0,546687,3d9,2D,5/2,3d8.(3P<0>).4f,"(0,7/2)*",7/2,,,L12180,
Ga,7,18.2933,0.0005,18.293*,210,,,37710,584357,3d7,2H,11/2,3d6.(3F1).4p,4G*,9/2,,,L12180,
Ga,20,18.2991,0.0010,18.2996+,20,,,812933,1359394,3p2,3P,2,3p.3d,3P*,2,,,L12180,
Ga,7,18.3086,0.0005,18.3086+,30,,,94873,641064,3d7,2D1,3/2,3d6.(1D1).4p,2P*,1/2,,,L12180,
Ga,7,18.3150,0.0005,18.3151+,10,,,26072,572071,3d7,4P,5/2,3d6.(1F).4p,2D*,5/2,,,L12180,
Ga,7,18.3175,0.0005,18.3174+,70bl,,,26142,572071,3d7,4P,3/2,3d6.(1F).4p,2D*,5/2,,,L12180,
Ga,5,18.3175,0.0010,18.3175+,70bl,,,0,545926,3d9,2D,5/2,3d8.(3P<1>).4f,"(1,5/2)*",7/2,,,L12180,
Ga,5,18.3239,0.0010,18.3239+,5,,,0,545735,3d9,2D,5/2,3d8.(3P<2>).4f,"(2,7/2)*",5/2,,,L12180,
Ga,7,18.3337,0.0005,18.334*,30,,,27850,573291,3d7,4P,1/2,3d6.(3P1).4p,4D*,3/2,,,L12180,
Ga,7,18.3434,0.0005,18.343*,40,,,27850,573006,3d7,4P,1/2,3d6.(3P1).4p,4D*,1/2,,,L12180,
