element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ho,2,389.102,389.0940+,13000c,6.99e+07,,637.40,26330.85,4f11.(4I*<15/2>).6s<1/2>,"(15/2,1/2)*",7,4f11.(4I*<15/2>).6p<1/2>,"(15/2,1/2)",8,,T7227,L3475,
Ho,2,389.676,,540,,,,,,,,,,,,,L3475,
Ho,2,390.223,,290,,,,,,,,,,,,,L3475,
Ho,1,390.444,,320,,,,,,,,,,,,,L3475,
Ho,2,390.568,,"1300c,w",,,,,,,,,,,,,L3475,
Ho,1,391.180,,320,,,,,,,,,,,,,L3475,
Ho,1,391.945,,320,,,,,,,,,,,,,L3475,
Ho,2,393.644,,320c,,,,,,,,,,,,,L3475,
Ho,1,393.885,,220,,,,,,,,,,,,,L3475,
Ho,2,394.053,,"320c,w",,,,,,,,,,,,,L3475,
Ho,1,395.056,,220,,,,,,,,,,,,,L3475,
Ho,1,395.573,,580,,,,,,,,,,,,,L3475,
Ho,2,395.951,,230c,,,,,,,,,,,,,L3475,
Ho,1,395.968,,490,,,,,,,,,,,,,L3475,
Ho,1,397.588,,220,,,,,,,,,,,,,L3475,
Ho,1,397.693,,390c,,,,,,,,,,,,,L3475,
Ho,2,398.571,,"220c,w",,,,,,,,,,,,,L3475,
Ho,2,399.373,,220,,,,,,,,,,,,,L3475,
Ho,1,399.958,,380,,,,,,,,,,,,,L3475,
Ho,2,400.259,,"160c,w",,,,,,,,,,,,,L3475,
Ho,1,400.339,,220,,,,,,,,,,,,,L3475,
Ho,1,401.350,,110,,,,,,,,,,,,,L3475,
Ho,2,401.420,,320,,,,,,,,,,,,,L3475,
Ho,2,401.809,,160c,,,,,,,,,,,,,L3475,
Ho,2,402.276,,160c,,,,,,,,,,,,,L3475,
Ho,2,402.394,,160c,,,,,,,,,,,,,L3475,
Ho,1,402.539,,110,,,,,,,,,,,,,L3475,
Ho,1,402.721,,320,,,,,,,,,,,,,L3475,
Ho,1,402.886,,270,,,,,,,,,,,,,L3475,
Ho,1,403.180,,180c,,,,,,,,,,,,,L3475,
Ho,1,403.762,,220,,,,,,,,,,,,,L3475,
Ho,2,403.887,,220c,,,,,,,,,,,,,L3475,
Ho,1,404.081,404.0811+,2700,3.73e+07,,0.00,24740.52,4f11.6s2,4I*,15/2,4f10.5d.6s2,,13/2,,T7227,L3475,
Ho,2,404.544,404.547+,5400c,,,0.00,24712.0,4f11.(4I*<15/2>).6s<1/2>,"(15/2,1/2)*",8,,,7,,,L3475,
Ho,1,404.752,,220c,1.62e+08,,,,,,,,,,,,L3475,
Ho,1,405.393,405.3873+,8100,1.62e+08,,0.00,24660.80,4f11.6s2,4I*,15/2,4f11.(4I*<15/2>).6s.6p.(1P*<1>),"(15/2,1)",15/2,,T7227,L3475,
Ho,2,405.448,,540,,,,,,,,,,,,,L3475,
Ho,1,405.755,,270,,,,,,,,,,,,,L3475,
Ho,1,406.031,,220,,,,,,,,,,,,,L3475,
Ho,2,406.509,,1700,,,,,,,,,,,,,L3475,
Ho,1,406.757,,170,,,,,,,,,,,,,L3475,
Ho,1,406.805,,720,,,,,,,,,,,,,L3475,
Ho,1,407.183,,270,,,,,,,,,,,,,L3475,
Ho,1,407.313,,270,,,,,,,,,,,,,L3475,
Ho,1,407.351,,290,,,,,,,,,,,,,L3475,
Ho,2,408.023,,120c,,,,,,,,,,,,,L3475,
Ho,1,408.367,,230,,,,,,,,,,,,,L3475,
Ho,1,408.509,,140,,,,,,,,,,,,,L3475,
Ho,1,408.735,,170,,,,,,,,,,,,,L3475,
Ho,1,408.759,,200,,,,,,,,,,,,,L3475,
Ho,1,409.164,,140,,,,,,,,,,,,,L3475,
Ho,1,409.478,,120,,,,,,,,,,,,,L3475,
Ho,1,410.022,,230,,,,,,,,,,,,,L3475,
