element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Al,13,,0.543518962,0.000000003,6g,1.2019e+11,AA,0.00,(18398622.135),1s,2S,1/2,10p,2P*,3/2,,T7771,,
Al,13,,0.543521444,0.000000003,3g,1.1976e+11,AA,0.00,(18398538.100),1s,2S,1/2,10p,2P*,1/2,,T7771,,
Al,13,,0.544807813,0.000000003,7g,1.6513e+11,AA,0.00,(18355096.540),1s,2S,1/2,9p,2P*,3/2,,T7771,,
Al,13,,0.544811235,0.000000003,3g,1.6457e+11,AA,0.00,(18354981.256),1s,2S,1/2,9p,2P*,1/2,,T7771,,
Al,13,0.54634,0.546620026,0.000000003,12g*,2.3565e+11,AA,0.00,(18294243.777),1s,2S,1/2,8p,2P*,3/2,,T7771,L2560c7,
Al,13,0.54634,0.546624931,0.000000003,12g*,2.3487e+11,AA,0.00,(18294079.617),1s,2S,1/2,8p,2P*,1/2,,T7771,L2560c7,
Al,13,0.54914,0.549285153,0.000000003,15g*,3.5291e+11,AA,0.00,(18205480.237),1s,2S,1/2,7p,2P*,3/2,,T7771,L2560c7,
Al,13,0.54914,0.549292547,0.000000003,15g*,3.5182e+11,AA,0.00,(18205235.167),1s,2S,1/2,7p,2P*,1/2,,T7771,L2560c7,
Al,13,0.55341,0.553442924,0.000000003,20g*,5.6324e+11,AA,0.00,(18068710.539),1s,2S,1/2,6p,2P*,3/2,,T7771,L2560c7,
Al,13,0.55341,0.553454846,0.000000003,20g*,5.6164e+11,AA,0.00,(18068321.319),1s,2S,1/2,6p,2P*,1/2,,T7771,L2560c7,
Al,13,0.56039,0.560479391,0.000000003,30g*,9.8145e+11,AA,0.00,(17841869.234),1s,2S,1/2,5p,2P*,3/2,,T7771,L2560c7,
Al,13,0.56039,0.560500523,0.000000003,30g*,9.7906e+11,AA,0.00,(17841196.54),1s,2S,1/2,5p,2P*,1/2,,T7771,L2560c7,
Al,13,0.57392,0.573912650,0.000000003,60g*,1.9468e+12,AA,0.00,(17424254.38),1s,2S,1/2,4p,2P*,3/2,,T7771,L2560c7,
Al,13,0.57392,0.573955937,0.000000004,60g*,1.9433e+12,AA,0.00,(17422940.26),1s,2S,1/2,4p,2P*,1/2,,T7771,L2560c7,
Al,12,0.59925,0.6000035,0.0000010,10g,1.96e+11,A+,0.0,(16666570),1s2,1S,0,1s.10p,1P*,1,,T5072,L2560c7,
Al,12,0.60100,0.6013401,0.0000010,15g,2.70e+11,A+,0.0,(16629524),1s2,1S,0,1s.9p,1P*,1,,T5072,L2560c7,
Al,12,0.60299,0.6032186,0.0000010,20g,3.84e+11,A+,0.0,(16577738),1s2,1S,0,1s.8p,1P*,1,,T5072,L2560c7,
Al,13,0.60529,0.605252825,0.000000005,200g*,4.7745e+12,AA,0.00,(16522021.18),1s,2S,1/2,3p,2P*,3/2,,T7771,L2560c7,
Al,13,0.60529,0.605366979,0.000000005,200g*,4.7723e+12,AA,0.00,(16518905.64),1s,2S,1/2,3p,2P*,1/2,,T7771,L2560c7,
Al,12,0.60595,0.6059794,0.0000010,25g,5.75e+11,A+,0.0,(16502212),1s2,1S,0,1s.7p,1P*,1,,T5072,L2560c7,
Al,12,0.61010,0.6102819,0.0000010,35g,9.16e+11,AA,0.0,(16385870),1s2,1S,0,1s.6p,1P*,1,,T5072,L2560c7,
Al,12,0.61750,0.6175515,0.0000010,50g,1.59e+12,AA,0.0,(16192981),1s2,1S,0,1s.5p,1P*,1,,T5072,L2560c7,
Al,12,0.63142,0.6313899,0.0000010,100g,3.13e+12,AA,0.0,(15838074),1s2,1S,0,1s.4p,1P*,1,,T5072,L7418c8,
Al,12,0.66351,0.6634750,0.0000010,400g,7.61e+12,AA,0.0,(15072157),1s2,1S,0,1s.3p,1P*,1,,T5072,L7418c8,
Al,12,0.66449,0.6644676,0.0000010,20g,,,0.0,(15049642),1s2,1S,0,1s.3p,3P*,1,,,L4110c7,
Al,11,0.67435,0.67435,0.00010,3g*,,,0,14829100,1s2.2s,2S,1/2,1s.2s.(1S).3p,2P*,3/2,,,L4466c7,
Al,11,0.67435,0.67435,0.00010,3g*,,,0,14829100,1s2.2s,2S,1/2,1s.2s.(1S).3p,2P*,1/2,,,L4466c7,
Al,11,0.67775,0.67760,0.00010,9*,,,176019,[14934000],1s2.2p,2P*,1/2,1s.2p.(1P*).3p,2P,1/2,,,L4466c7,
Al,11,0.67775,0.67762,0.00010,9*,,,176019,[14933600],1s2.2p,2P*,1/2,1s.2p.(1P*).3p,2D,3/2,,,L4466c7,
Al,11,0.67775,0.67776,0.00010,9*,,,181808,[14936400],1s2.2p,2P*,3/2,1s.2p.(1P*).3p,2P,3/2,,,L4466c7,
Al,11,0.67775,0.67788,0.00010,9*,,,181808,[14933600],1s2.2p,2P*,3/2,1s.2p.(1P*).3p,2D,3/2,,,L4466c7,
Al,11,0.67775,0.67788,0.00010,9*,,,181808,[14933600],1s2.2p,2P*,3/2,1s.2p.(1P*).3p,2D,5/2,,,L4466c7,
Al,11,0.67921,0.67884,0.00010,13g*,,,176019,[14907000],1s2.2p,2P*,1/2,1s.2p.(3P*).3p,2S,1/2,,,L4466c7,
Al,11,0.67921,0.67911,0.00010,13g*,,,181808,[14907000],1s2.2p,2P*,3/2,1s.2p.(3P*).3p,2S,1/2,,,L4466c7,
Al,11,0.67921,0.67926,0.00010,13g*,,,0,14721800,1s2.2s,2S,1/2,1s.2s.(3S).3p,2P*,3/2,,,L4466c7,
Al,11,0.67921,0.67926,0.00010,13g*,,,0,14721800,1s2.2s,2S,1/2,1s.2s.(3S).3p,2P*,1/2,,,L4466c7,
Al,11,0.68045,0.68026,0.00010,27*,,,176019,[14876300],1s2.2p,2P*,1/2,1s.2p.(3P*).3p,2D,3/2,,,L4466c7,
Al,11,0.68045,0.68027,0.00010,27*,,,176019,[14876000],1s2.2p,2P*,1/2,1s.2s.(1S).3d,2D,3/2,,,L4466c7,
Al,11,0.68045,0.68033,0.00010,27*,,,181808,[14880600],1s2.2p,2P*,3/2,1s.2p.(3P*).3p,2D,5/2,,,L4466c7,
Al,11,0.68215,0.68238,0.00010,5bl,,,176019,[14830600],1s2.2p,2P*,1/2,1s.2p.(3P*).3p,2P,1/2,,,L4466c7,
Al,11,0.68277,0.68265,0.00010,3bl,,,181808,[14830600],1s2.2p,2P*,3/2,1s.2p.(3P*).3p,2P,3/2,,,L4466c7,
Al,11,0.68463,0.68445,0.00010,3*,,,176019,14786300,1s2.2p,2P*,1/2,1s.2s.(3S).3d,2D,3/2,,,L4466c7,
Al,11,0.68463,0.68472,0.00010,3*,,,181808,14786300,1s2.2p,2P*,3/2,1s.2s.(3S).3d,2D,3/2,,,L4466c7,
Al,11,0.68463,0.68472,0.00010,3*,,,181808,14786300,1s2.2p,2P*,3/2,1s.2s.(3S).3d,2D,5/2,,,L4466c7,
Al,13,0.71709,0.717090553,0.000000007,1000g,1.7862e+13,AA,0.00,(13945240.194),1s,2S,1/2,2p,2P*,3/2,,T7771,L2560c7,
Al,13,0.71765,0.717631592,0.000000007,500g,1.7919e+13,AA,0.00,(13934726.547),1s,2S,1/2,2p,2P*,1/2,,T7771,L2560c7,
Al,12,0.71936,0.7192894,0.0000010,13,,,(12891090.46),[26793700],1s.2p,1P*,1,2p2,1S,0,,,L4780c7,
Al,12,0.72306,0.7231886,0.0000010,6,,,(12815748.9),[26643400],1s.2s,1S,0,2s.2p,1P*,1,,,L4780c7,
Al,12,0.72501,0.7250880,0.0000010,4,,,(12703070.00),[26494500],1s.2s,3S,1,2s.2p,3P*,2,,,L4780c7,
Al,12,0.72546,0.7254509,0.0000010,3*,,,(12703070.00),[26487600],1s.2s,3S,1,2s.2p,3P*,1,,,L4780c7,
Al,12,0.72546,0.7255983,0.0000010,3*,,,(12703070.00),[26484800],1s.2s,3S,1,2s.2p,3P*,0,,,L4780c7,
Al,12,0.72596,0.7258104,0.0000010,2*,,,(12809096.78),[26586800],1s.2p,3P*,1,2p2,3P,2,,,L4780c7,
Al,12,0.72596,0.7260450,0.0000010,2*,,,(12807849.71),[26581100],1s.2p,3P*,0,2p2,3P,1,,,L4780c7,
Al,12,0.72596,0.7260805,0.0000010,2*,,,(12814222.98),[26586800],1s.2p,3P*,2,2p2,3P,2,,,L4780c7,
Al,12,0.72596,0.7261108,0.0000010,2*,,,(12809096.78),[26581100],1s.2p,3P*,1,2p2,3P,1,,,L4780c7,
Al,12,0.72596,0.7262901,0.0000010,2*,,,(12809096.78),[26577700],1s.2p,3P*,1,2p2,3P,0,,,L4780c7,
Al,12,0.72596,0.7263812,0.0000010,2*,,,(12814222.98),[26581100],1s.2p,3P*,2,2p2,3P,1,,,L4780c7,
Al,12,0.72751,0.7275897,0.0000010,17,,,(12891090.46),[26635100],1s.2p,1P*,1,2p2,1D,2,,,"L2560c7,L4780c7",
Al,12,0.77575,0.7757296,0.0000010,1000g,2.75e+13,AA,0.0,(12891090.46),1s2,1S,0,1s.2p,1P*,1,,"T5072,T6910",L7418c8,
Al,11,0.7774,0.7771,0.0010,10*,,,2020450,[14888000],1s2.3s,2S,1/2,1s.2p.(1P*).3s,2P*,1/2,,,"L2560c7,L2743",
Al,11,0.7774,0.77722,0.00010,10*,,,2020450,[14886800],1s2.3s,2S,1/2,1s.2p.(1P*).3s,2P*,3/2,,,"L2560c7,L2743",
Al,11,0.7774,0.77725,0.00010,10*,,,2070520,[14936400],1s2.3p,2P*,3/2,1s.2p.(1P*).3p,2P,3/2,,,"L2560c7,L2743",
Al,11,0.7774,0.7773,0.0010,10*,,,2068770,[14934000],1s2.3p,2P*,1/2,1s.2p.(1P*).3p,2P,1/2,,,"L2560c7,L2743",
Al,11,0.7774,0.77731,0.00010,10*,,,2068770,[14933600],1s2.3p,2P*,1/2,1s.2p.(1P*).3p,2D,3/2,,,"L2560c7,L2743",
Al,11,0.7774,0.77742,0.00010,10*,,,2070520,[14933600],1s2.3p,2P*,3/2,1s.2p.(1P*).3p,2D,5/2,,,"L2560c7,L2743",
Al,11,0.7774,0.77742,0.00010,10*,,,2070520,[14933600],1s2.3p,2P*,3/2,1s.2p.(1P*).3p,2D,3/2,,,"L2560c7,L2743",
Al,12,0.78069,0.7806952,0.0000010,50g,,,0.0,(12809096.78),1s2,1S,0,1s.2p,3P*,1,,,L7418c8,
Al,10,0.7934,0.79130,0.00010,90bl*,,,449732,[13087200],1s2.2p2,1D,2,1s.2p3,1P*,1,,,L4330,
Al,10,0.7934,0.79240,0.00010,"90g,bl*",,,0,12619900,1s2.2s2,1S,0,1s.2s2.2p,1P*,1,,,L4330,
Al,10,0.7934,0.79294,0.00010,90bl*,,,409690,[13021000],1s2.2p2,3P,2,1s.2p3,3P*,2,,,L4330,
Al,10,0.7934,0.79332,0.00010,90bl*,,,300490,[12905700],1s2.2s.2p,1P*,1,1s.(2S).2s.2p2.(2P),1P,1,,,L4330,
Al,10,0.7934,0.79462,0.00010,90bl*,,,156798,[12741400],1s2.2s.2p,3P*,1,1s.(2S).2s.2p2.(4P),3P,1,,,L4330,
Al,10,0.7934,0.79464,0.00010,90bl*,,,160429,[12744700],1s2.2s.2p,3P*,2,1s.(2S).2s.2p2.(4P),3P,2,,,L4330,
Al,10,0.7951,0.79475,0.00010,150bl*,,,155148,[12737700],1s2.2s.2p,3P*,0,1s.(2S).2s.2p2.(2D),3D,1,,,L4330,
Al,10,0.7951,0.79476,0.00010,150bl*,,,156798,[12739200],1s2.2s.2p,3P*,1,1s.(2S).2s.2p2.(4P),3P,0,,,L4330,
Al,10,0.7951,0.79485,0.00010,150bl*,,,160429,[12741400],1s2.2s.2p,3P*,2,1s.(2S).2s.2p2.(4P),3P,1,,,L4330,
Al,10,0.7951,0.79489,0.00010,150bl*,,,156798,[12737200],1s2.2s.2p,3P*,1,1s.(2S).2s.2p2.(2D),3D,2,,,L4330,
Al,10,0.7951,0.79516,0.00010,150bl*,,,160429,[12736500],1s2.2s.2p,3P*,2,1s.(2S).2s.2p2.(2D),3D,3,,,L4330,
Al,10,0.7951,0.79621,0.00010,150bl*,,,449732,[13009200],1s2.2p2,1D,2,1s.2p3,1D*,2,,,L4330,
Al,10,0.7951,0.79749,0.00010,150bl*,,,404574,[12943900],1s2.2p2,3P,0,1s.2p3,3D*,1,,,L4330,
Al,10,0.7951,0.79749,0.00010,150bl*,,,300490,[12839800],1s2.2s.2p,1P*,1,1s.(2S).2s.2p2.(2D),1D,2,,,L4330,
Al,10,0.7951,0.79762,0.00010,150bl*,,,406517,[12943800],1s2.2p2,3P,1,1s.2p3,3D*,2,,,L4330,
Al,10,0.7951,0.79787,0.00010,150bl*,,,553783,[13087200],1s2.2p2,1S,0,1s.2p3,1P*,1,,,L4330,
Al,10,0.7951,0.79791,0.00010,150bl*,,,409690,[12942400],1s2.2p2,3P,2,1s.2p3,3D*,3,,,L4330,
Al,11,2.9416,2.9416,0.0010,2g*,1.29e+10,C+,0,3399500,1s2.2s,2S,1/2,1s2.9p,2P*,3/2,,"T5118c4,LS",L695,
Al,11,2.9416,2.9416,0.0010,2g*,1.29e+10,C+,0,3399500,1s2.2s,2S,1/2,1s2.9p,2P*,1/2,,"T5118c4,LS",L695,
Al,11,2.9793,2.9793,0.0010,3g*,1.83e+10,B,0,3356500,1s2.2s,2S,1/2,1s2.8p,2P*,3/2,,"T5118c4,LS",L695,
Al,11,2.9793,2.9793,0.0010,3g*,1.83e+10,B,0,3356500,1s2.2s,2S,1/2,1s2.8p,2P*,1/2,,"T5118c4,LS",L695,
Al,11,3.0376,3.0376,0.0010,4g*,2.73e+10,B,0,3292100,1s2.2s,2S,1/2,1s2.7p,2P*,3/2,,T5331,L695,
Al,11,3.0376,3.0376,0.0010,4g*,2.75e+10,B,0,3292100,1s2.2s,2S,1/2,1s2.7p,2P*,1/2,,T5331,L695,
Al,11,3.1313,3.1313,0.0010,5g*,4.32e+10,A,0,3193600,1s2.2s,2S,1/2,1s2.6p,2P*,3/2,,T5331,L695,
Al,11,3.1313,3.1313,0.0010,5g*,4.36e+10,A,0,3193600,1s2.2s,2S,1/2,1s2.6p,2P*,1/2,,T5331,L695,
Al,11,3.1426,3.1426,0.0010,1,2.71e+10,B,176019,3358100,1s2.2p,2P*,1/2,1s2.8d,2D,3/2,,"T5118c4,LS",L695,
Al,11,3.1483,3.1483,0.0010,2,3.23e+10,B+,181808,3358100,1s2.2p,2P*,3/2,1s2.8d,2D,5/2,,"T5118c4,LS",L695,
Al,11,3.2068,3.2069,0.0010,2,4.16e+10,B,176019,3294300,1s2.2p,2P*,1/2,1s2.7d,2D,3/2,,T5331,L695,
Al,11,3.2128,3.2129,0.0010,3,4.96e+10,B+,181808,3294300,1s2.2p,2P*,3/2,1s2.7d,2D,5/2,,T5331,L695,
Al,11,3.3007,3.30066,0.00010,9g*,7.49e+10,A,0,3029700,1s2.2s,2S,1/2,1s2.5p,2P*,3/2,,"T7164,T5331,T5593",L695,
Al,11,3.3007,3.30066,0.00010,9g*,7.50e+10,A,0,3029700,1s2.2s,2S,1/2,1s2.5p,2P*,1/2,,"T7164,T5331,T5593",L695,
Al,11,3.3109,3.3108,0.0010,3,6.82e+10,A,176019,3196400,1s2.2p,2P*,1/2,1s2.6d,2D,3/2,,T5331,L695,
Al,11,3.3172,3.3172,0.0010,5,8.14e+10,A,181808,3196400,1s2.2p,2P*,3/2,1s2.6d,2D,5/2,,T5331,L695,
Al,11,3.4994,3.49976,0.00010,9,1.27e+11,A+,176019,[3033360],1s2.2p,2P*,1/2,1s2.5d,2D,3/2,,"T7164,T5331,T5593",L695,
Al,11,3.5065,3.50673,0.00010,10,1.49e+11,A+,181808,[3033470],1s2.2p,2P*,3/2,1s2.5d,2D,5/2,,"T7164,T5331,T5593",L695,
Al,11,3.5163,3.51657,0.00010,2,9.13e+09,A,176019,3019700,1s2.2p,2P*,1/2,1s2.5s,2S,1/2,,"T5331,T5593",L695,
Al,11,3.5239,3.52374,0.00010,2,1.83e+10,A,181808,3019700,1s2.2p,2P*,3/2,1s2.5s,2S,1/2,,"T7164,T5331,T5593",L695,
Al,11,3.6675,3.66715,0.00010,12g*,1.44e+11,A+,0,2726910,1s2.2s,2S,1/2,1s2.4p,2P*,3/2,,"T7164,T5331,T5593,T6094",L695,
Al,11,3.6675,3.66822,0.00010,12g*,1.45e+11,A+,0,2726120,1s2.2s,2S,1/2,1s2.4p,2P*,1/2,,"T7164,T5331,T5593,T6094",L695,
Al,10,3.8255,3.82552,0.00010,100,,,160429,2774450?,1s2.2s.2p,3P*,2,1s2.2s.5d,1D,2,,,L753,
Al,11,3.9091,3.90917,0.00010,10,2.70e+11,A+,176019,2734110,1s2.2p,2P*,1/2,1s2.4d,2D,3/2,,"T7164,T5331,T5593,T6094",L695,
Al,11,3.9180,3.91753,0.00010,12*,3.22e+11,A+,181808,2734440,1s2.2p,2P*,3/2,1s2.4d,2D,5/2,,"T7164,T5331,T5593,T6094",L3463,
Al,11,3.9180,3.91803,0.00010,12*,5.31e+10,A+,181808,2734110,1s2.2p,2P*,3/2,1s2.4d,2D,3/2,,"T7164,T5331,T5593,T6094",L3463,
Al,11,3.9530,3.95307,0.00010,6,1.96e+10,A,176019,2705700,1s2.2p,2P*,1/2,1s2.4s,2S,1/2,,"u35,T7164,T5331,T5593",L695,
Al,11,3.9623,3.96213,0.00010,7,3.87e+10,A,181808,2705700,1s2.2p,2P*,3/2,1s2.4s,2S,1/2,,"u35,T7164,T5331,T5593",L695,
Al,10,4.0421,4.04210,0.00010,25,1.15e+11,C,300490,2774450?,1s2.2s.2p,1P*,1,1s2.2s.5d,1D,2,,T5633c4,L753,
Al,9,4.1543,4.15431,0.00010,20g,5.39e+10,C+,[4890],2412030,2s2.2p,2P*,3/2,2s2.6d,2D,5/2,,"T7192c4,LS",L927,
Al,10,4.1730,4.17300,0.00010,100,1.28e+11,C,300490,2696850?,1s2.2s.2p,1P*,1,1s2.2p.4p,1D,2,,T5633c4,L753,
Al,9,4.3549,4.35491,0.00010,10g,1.05e+11,C+,[4890],2301150,2s2.2p,2P*,3/2,2s2.5d,2D,5/2,,"T7192c4,LS",L3463,
Al,9,4.4704,4.47039,0.00010,60g,9.71e+10,C+,0,2236940,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2D,3/2,,"T7192c4,LS",L927,
Al,9,4.4743,4.47429,0.00010,80g,1.16e+11,C+,[4890],2239880?,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2D,5/2,,"T7192c4,LS",L927,
Al,10,4.4902,4.49020,0.00010,10,2.30e+11,C+,300490,2527560?,1s2.2s.2p,1P*,1,1s2.2s.4d,1D,2,,T5633c4,L3463,
Al,9,4.7755,4.77550,0.00010,10g,2.02e+11,C+,0,2094020,2s2.2p,2P*,1/2,2s2.4d,2D,3/2,,"T7192c4,LS",L3463,
Al,9,4.7856,4.78560,0.00010,50g,2.41e+11,C+,[4890],2094490,2s2.2p,2P*,3/2,2s2.4d,2D,5/2,,"T7192c4,LS",L3463,
Al,11,4.8297,4.82970,0.00010,15g,3.16e+11,AA,0,2070520,1s2.2s,2S,1/2,1s2.3p,2P*,3/2,,"u35,T7164,T5331,T5593,T6094",L3463,
Al,11,4.8338,4.83379,0.00010,15g,3.18e+11,AA,0,2068770,1s2.2s,2S,1/2,1s2.3p,2P*,1/2,,"u35,T7164,T5331,T5593,T6094",L3463,
Al,9,4.9854,4.9854,0.0010,100,2.94e+11,B,259730,2265590?,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2F*,7/2,,"T7192c4,LS",L3463,
Al,9,4.9916,4.9929,0.0010,100,2.73e+11,B,259760,2262600?,2s.2p2,2D,3/2,2s.2p.(3P*).4d,2F*,5/2,,"T7192c4,LS",L927,
Al,10,5.0670,5.0669,0.0010,50,5.00e+10,A,156798,2130410,1s2.2s.2p,3P*,1,1s2.2p.3p,3P,2,,T7067c18,L3463,
Al,10,5.0717,5.0713,0.0010,75,3.92e+10,A,156798,2128680,1s2.2s.2p,3P*,1,1s2.2p.3p,3P,1,,T7067c18,L753,
Al,10,5.0762,5.0762,0.0010,350,1.77e+11,A+,160429,2130410,1s2.2s.2p,3P*,2,1s2.2p.3p,3P,2,,T7067c18,L753,
Al,10,5.0802,5.0807,0.0010,50,1.33e+11,A,160429,2128680,1s2.2s.2p,3P*,2,1s2.2p.3p,3P,1,,T7067c18,L3463,
Al,10,5.0903,5.0902,0.0010,50,3.66e+10,A,155148,2119690,1s2.2s.2p,3P*,0,1s2.2p.3p,3S,1,,T7067c18,L753,
Al,10,5.0946,5.0945,0.0010,10,9.13e+10,A,156798,2119690,1s2.2s.2p,3P*,1,1s2.2p.3p,3S,1,,T7067c18,L3463,
Al,10,5.1039,5.1040,0.0010,10,8.05e+10,A,160429,2119690,1s2.2s.2p,3P*,2,1s2.2p.3p,3S,1,,T7067c18,L3463,
Al,10,5.1362,5.1356,0.0010,350*,7.20e+10,A,155148,2102330,1s2.2s.2p,3P*,0,1s2.2p.3p,3D,1,,T7067c18,L3463,
Al,10,5.1362,5.1358,0.0010,350*,9.93e+10,A+,156798,2103900,1s2.2s.2p,3P*,1,1s2.2p.3p,3D,2,,T7067c18,L3463,
Al,10,5.1362,5.1362,0.0010,350*,1.26e+11,A+,160429,2107390,1s2.2s.2p,3P*,2,1s2.2p.3p,3D,3,,T7067c18,L3463,
Al,10,5.1400,5.1400,0.0010,1,4.07e+10,A,156798,2102330,1s2.2s.2p,3P*,1,1s2.2p.3p,3D,1,,T7067c18,L3463,
Al,10,5.1454,5.1454,0.0010,1,2.53e+10,A,160429,2103900,1s2.2s.2p,3P*,2,1s2.2p.3p,3D,2,,T7067c18,L3463,
Al,10,5.1979,5.1979,0.0010,300g,4.38e+11,A+,0,1923850,1s2.2s2,1S,0,1s2.2s.3p,1P*,1,,"u35,T7067c18,T7068,T6162",L3463,
Al,11,5.2299,5.2299,0.0010,12,8.15e+11,A+,176019,2088100,1s2.2p,2P*,1/2,1s2.3d,2D,3/2,,"u35,T7164,T5331,T5593,T6094",L3463,
Al,11,5.2446,5.2446,0.0010,15,9.74e+11,A+,181808,2088530,1s2.2p,2P*,3/2,1s2.3d,2D,5/2,,"u35,T7164,T5331,T5593,T6094",L3463,
Al,9,5.2966,5.2963,0.0010,10g,,,0,1888100,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2S,1/2,,,L927,
Al,9,5.3098,5.3101,0.0010,10g,,,[4890],1888100?,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2S,1/2,,,L927,
Al,9,5.3237,5.3237,0.0010,60g,,,0,1878400,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2P,3/2,,,L927,
Al,9,5.3267,5.3267,0.0010,60g,,,0,1877340,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2P,1/2,,,L927,
Al,9,5.3376,5.3376,0.0010,10g,,,[4890],1878400,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2P,3/2,,,L3463,
Al,9,5.3412,5.3406,0.0010,10g,,,[4890],1877340,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2P,1/2,,,L3463,
Al,9,5.3424,5.3437,0.0010,10,,,145270,2016650,2s.2p2,4P,1/2,2p2.3p,*,3/2,,,L3463,
Al,9,5.3488,5.3486,0.0010,1*,,,146990,2016650,2s.2p2,4P,3/2,2p2.3p,*,3/2,,,L3463,
Al,9,5.3488,5.3486,0.0010,1*,,,146990,2016650,2s.2p2,4P,3/2,2p2.3p,*,5/2,,,L3463,
Al,9,5.3554,5.3556,0.0010,10*,,,149460,2016650,2s.2p2,4P,5/2,2p2.3p,*,3/2,,,L3463,
Al,9,5.3554,5.3556,0.0010,10*,,,149460,2016650,2s.2p2,4P,5/2,2p2.3p,*,5/2,,,L3463,
Al,8,5.3785,5.3785,0.0010,10,2.88e+11,C,133840,1993090?,2s.2p3,5S*,2,2s.2p2.(4P).4d,5P,1,,"T5520c4,LS",L3463,
Al,8,5.3800,5.3800,0.0010,10,2.88e+11,C,133840,1992580?,2s.2p3,5S*,2,2s.2p2.(4P).4d,5P,2,,"T5520c4,LS",L3463,
Al,8,5.3823,5.3823,0.0010,10,2.88e+11,C,133840,1991780?,2s.2p3,5S*,2,2s.2p2.(4P).4d,5P,3,,"T5520c4,LS",L3463,
Al,10,5.4115,5.4115,0.0010,220,3.64e+11,A+,300490,2148410,1s2.2s.2p,1P*,1,1s2.2p.3p,1D,2,,T7067c18,L3463,
Al,8,5.4217,5.4217,0.0010,200g,1.88e+11,C,1710,1846150?,2s2.2p2,3P,1,2s2.2p.4d,3D*,2,,"T5520c4,LS",L3463,
Al,11,5.4217,5.4217,0.0010,5,4.80e+10,A+,176019,2020450,1s2.2p,2P*,1/2,1s2.3s,2S,1/2,,"u35,T6659,T7164,T5331,T5593",L3463,
Al,8,5.4258,5.4258,0.0010,200g,2.49e+11,C,4420,1847470?,2s2.2p2,3P,2,2s2.2p.4d,3D*,3,,"T5520c4,LS",L3463,
Al,11,5.4388,5.4388,0.0010,6,9.63e+10,A+,181808,2020450,1s2.2p,2P*,3/2,1s2.3s,2S,1/2,,"u35,T6659,T7164,T5331,T5593",L3463,
Al,10,5.5227,5.5227,0.0010,150,5.21e+11,AA,155148,1965860,1s2.2s.2p,3P*,0,1s2.2s.3d,3D,1,,"u35,T7067c18",L3463,
Al,10,5.5272,5.5271,0.0010,500,7.01e+11,AA,156798,1966080,1s2.2s.2p,3P*,1,1s2.2s.3d,3D,2,,"u35,T7067c18",L3463,
Al,10,5.5376,5.5375,0.0010,750,9.30e+11,AA,160429,1966300,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,3,,"u35,T7067c18",L3463,
Al,9,5.5622,5.5607,0.0010,1,,,145270,1943600,2s.2p2,4P,1/2,2s.2p.(1P*).3d,2D*,3/2,,,L3463,
Al,9,5.5667,5.5660,0.0010,10*,,,146990,1943600,2s.2p2,4P,3/2,2s.2p.(1P*).3d,2D*,3/2,,,L3463,
Al,9,5.5667,5.5660,0.0010,10*,,,146990,1943600,2s.2p2,4P,3/2,2s.2p.(1P*).3d,2D*,5/2,,,L3463,
Al,10,5.5731,5.5731,0.0010,50,2.45e+11,A+,300490,2094820,1s2.2s.2p,1P*,1,1s2.2p.3p,1P,1,,T7067c18,L3463,
Al,9,5.6151,5.6149,0.0010,50g,9.31e+10,C+,0,1780960,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2S,1/2,,"T7192c4,LS",L3463,
Al,9,5.6304,5.6304,0.0010,70g,1.85e+11,C+,[4890],1780960,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2S,1/2,,"T7192c4,LS",L3463,
Al,10,5.6590,5.6590,0.0010,75,1.00e+11,A,404574,2171680,1s2.2p2,3P,0,1s2.2p.3d,3P*,1,,T7067c18,L753,
Al,10,5.6650,5.6652,0.0010,10,2.44e+11,A+,406517,2171680,1s2.2p2,3P,1,1s2.2p.3d,3P*,1,,T7067c18,L3463,
Al,10,5.6696,5.6700,0.0010,75,2.16e+10,A,406517,2170190,1s2.2p2,3P,1,1s2.2p.3d,3P*,2,,T7067c18,L753,
Al,10,5.6762,5.6754,0.0010,10,2.74e+11,A+,409690,2171680,1s2.2p2,3P,2,1s2.2p.3d,3P*,1,,T7067c18,L3463,
Al,10,5.6802,5.6802,0.0010,200,6.06e+11,A+,409690,2170190,1s2.2p2,3P,2,1s2.2p.3d,3P*,2,,T7067c18,L3463,
Al,9,5.6899,5.6899,0.0010,100g,2.30e+11,B,0,1757500,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2D,3/2,,"T7192c4,LS",L3463,
