element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Al,6,7.6618,7.6618,0.0010,200,1.60e+11,C+,41167,1346350?,2s2.2p4,1D,2,2s2.2p3.(2D*).4d,1F*,3,,u20,L3463,
Al,6,7.6697,7.6697,0.0010,200*,,,41167,1345000,2s2.2p4,1D,2,2s2.2p3.(2D*).4d,*,2,,,L3463,
Al,6,7.6697,7.6697,0.0010,200*,,,41167,1345000,2s2.2p4,1D,2,2s2.2p3.(2D*).4d,*,1,,,L3463,
Al,6,7.6794,7.6796,0.0010,200,,,41167,1343320,2s2.2p4,1D,2,2s2.2p3.(2D*).4d,3P*,2,,,L3463,
Al,8,7.6853,7.6859,0.0008,200,,,444570+x,1745660?,2s.2p3,1P*,1,2s.2p2.(2D).3d,3P,2,,,L3463,
Al,6,7.6953,7.6953,0.0010,50,5.82e+10,C+,41167,1340660?,2s2.2p4,1D,2,2s2.2p3.(2D*).4d,1P*,1,,T5741,L3463,
Al,6,7.7052,7.7025,0.0010,50*,,,41167,1339440,2s2.2p4,1D,2,2s2.2p3.(2D*).4d,3D*,1,,,L3463,
Al,6,7.7052,7.7025,0.0010,50*,,,41167,1339440,2s2.2p4,1D,2,2s2.2p3.(2D*).4d,3D*,3,,,L3463,
Al,6,7.7052,7.7025,0.0010,50*,,,41167,1339440,2s2.2p4,1D,2,2s2.2p3.(2D*).4d,3D*,2,,,L3463,
Al,9,7.7315,7.7326,0.0010,10,,,585180,1878400,2p3,2P*,1/2,2s.2p.(1P*).3p,2P,3/2,,,L3463,
Al,9,7.7381,7.7390,0.0010,150,,,585180,1877340,2p3,2P*,1/2,2s.2p.(1P*).3p,2P,1/2,,,L3463,
Al,8,7.7605,7.7605,0.0009,300,9.53e+10,B,46720+x,1335300+x,2s2.2p2,1D,2,2s2.2p.3s,1P*,1,,"T7333c8,T6950",L3463,
Al,7,7.7778,7.7774,0.0010,91,2.14e+11,B+,94869,1380640?,2s2.2p3,2P*,3/2,2s2.2p2.(1D).3d,2P,3/2,,T7370c8,L2587,
Al,7,7.7809,7.7808,0.0010,104,1.60e+11,B,94603,1379820?,2s2.2p3,2P*,1/2,2s2.2p2.(1D).3d,2P,1/2,,T7370c8,L2587,
Al,7,7.7906,7.7900,0.0010,250,1.42e+11,A,62369,1346070,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2D,5/2,,T7370c8,L2587,
Al,7,7.7945,7.7943,0.0010,166,1.05e+11,A,62313,1345300,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2D,3/2,,T7370c8,L3463,
Al,6,7.7945,7.7945,0.0010,500g,1.04e+11,C+,0,1282960,2s2.2p4,3P,2,2s2.2p3.(4S*).4d,3D*,3,,T5741,L3463,
Al,6,7.8112,7.8111,0.0010,100g,7.58e+10,C+,2732,1282960,2s2.2p4,3P,1,2s2.2p3.(4S*).4d,3D*,2,,T5741,L3463,
Al,6,7.8178,7.8178,0.0010,50g,5.51e+10,C+,3829,1282960,2s2.2p4,3P,0,2s2.2p3.(4S*).4d,3D*,1,,T5741,L3463,
Al,7,7.8329,7.8328,0.0010,345,2.13e+11,B+,94869,1371550,2s2.2p3,2P*,3/2,2s2.2p2.(1D).3d,2D,5/2,,T7370c8,L2587,
Al,7,7.8343,7.8349,0.0010,288,1.42e+11,B,94603,1370950?,2s2.2p3,2P*,1/2,2s2.2p2.(1D).3d,2D,3/2,,T7370c8,L2587,
Al,8,7.8351,7.8351,0.0010,1000*,1.45e+09,E,309110,1585420,2s.2p3,3P*,2,2s.2p2.(2D).3s,3D,1,,T5052,L3463,
Al,8,7.8351,7.8351,0.0010,1000*,1.59e+10,C,309110,1585420,2s.2p3,3P*,1,2s.2p2.(2D).3s,3D,1,,T5052,L3463,
Al,8,7.8351,7.8351,0.0010,1000*,1.04e+10,C,309110,1585420,2s.2p3,3P*,2,2s.2p2.(2D).3s,3D,2,,T5052,L3463,
Al,8,7.8351,7.8351,0.0010,1000*,1.81e+10,C,309110,1585420,2s.2p3,3P*,0,2s.2p2.(2D).3s,3D,1,,T5052,L3463,
Al,8,7.8351,7.8351,0.0010,1000*,2.30e+10,C+,309110,1585420,2s.2p3,3P*,1,2s.2p2.(2D).3s,3D,2,,T5052,L3463,
Al,8,7.8351,7.8351,0.0010,1000*,3.06e+10,C+,309110,1585420,2s.2p3,3P*,2,2s.2p2.(2D).3s,3D,3,,T5052,L3463,
Al,7,7.8365,7.8365,0.0010,262,1.53e+10,B,94869,1370950?,2s2.2p3,2P*,3/2,2s2.2p2.(1D).3d,2D,3/2,,T7370c8,L2587,
Al,6,7.8459,7.8459,0.0010,70g,1.70e+10,C+,0,1274550,2s2.2p4,3P,2,2s2.2p3.(2D*).4s,3D*,3,,T5741,L3463,
Al,8,7.8508,7.8510,0.0009,150,,,46720+x,1320440,2s2.2p2,1D,2,2s2.2p.3s,3P*,1,,,L3463,
Al,6,7.8628,7.8628,0.0010,10g,1.13e+10,C+,2732,1274550,2s2.2p4,3P,1,2s2.2p3.(2D*).4s,3D*,2,,T5741,L3463,
Al,6,7.8712,7.8712,0.0010,10,1.33e+10,C+,41167,1311620,2s2.2p4,1D,2,2s2.2p3.(2P*).4s,1P*,1,,T5741,L3463,
Al,8,7.8836,7.8844,0.0010,100,,,133840,1402160,2s.2p3,5S*,2,2s2.2p.3p,3S,1,,,L3463,
Al,7,7.9022,7.9018,0.0010,314,1.25e+11,A,62369,1327910,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2F,7/2,,T7370c8,L2587,
Al,7,7.9204,7.9201,0.0010,300,1.14e+11,A,62313,1324930,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2F,5/2,,T7370c8,L2587,
Al,8,7.9455,7.9458,0.0010,120,,,404200,1662720,2s.2p3,3S*,1,2s.2p2.(2S).3s,3S?,1?,,,L3463,
Al,6,7.9557,7.9568,0.0010,10,,,88213,1345000,2s2.2p4,1S,0,2s2.2p3.(2D*).4d,*,1,,,L3463,
Al,7,7.9637,7.9637,0.0010,64,2.19e+10,B+,62313,1318010,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2P,1/2,,T7370c8,L2587,
Al,7,7.9692,7.9691,0.0010,215,2.66e+10,A,62369,1317220,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2P,3/2,,T7370c8,L2587,
Al,7,7.9928,7.9923,0.0010,390,1.70e+11,A,94869,1346070,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2D,5/2,,T7370c8,L2587,
Al,7,7.9960,7.9955,0.0010,390,1.59e+11,A,94603,1345300,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,2D,3/2,,T7370c8,L2587,
Al,7,7.9972,7.9972,0.0010,300,4.72e+10,A,94869,1345300,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2D,3/2,,T7370c8,L2587,
Al,8,8.0320,8.0319,0.0010,10,4.55e+10,C+,262180,1507210,2s.2p3,3D*,3,2s.2p2.(4P).3s,3P,2?,,T5052,L3463,
Al,8,8.0483,8.0482,0.0010,10,4.33e+10,C+,262270,1504780,2s.2p3,3D*,2,2s.2p2.(4P).3s,3P,1?,,T5052,L3463,
Al,8,8.0704,8.0708,0.0009,100,2.85e+10,B,96260+x,1335300+x,2s2.2p2,1S,0,2s2.2p.3s,1P*,1,,"T7333c8,T6950",L3463,
Al,6,8.0770,8.0770,0.0010,70,2.19e+10,C+,41167,1279250?,2s2.2p4,1D,2,2s2.2p3.(2D*).4s,1D*,2,,T5741,L3463,
Al,7,8.1176,8.1167,0.0010,50,,,94869,1326900,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,4P,5/2,,,L3463,
Al,6,8.1738,8.1739,0.0010,50,1.05e+10,C+,88213,1311620,2s2.2p4,1S,0,2s2.2p3.(2P*).4s,1P*,1,,T5741,L3463,
Al,7,8.1741,8.1739,0.0010,262,7.69e+10,A,94603,1318010,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,2P,1/2,,T7370c8,L2587,
Al,7,8.1774,8.1757,0.0010,205,4.06e+10,A,94869,1318010,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2P,1/2,,T7370c8,L2587,
Al,7,8.1794,8.1792,0.0010,365,1.91e+10,A,94603,1317220,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,2P,3/2,,T7370c8,L2587,
Al,7,8.1809,8.1810,0.0010,380,7.86e+10,A,94869,1317220,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2P,3/2,,T7370c8,L2587,
Al,6,8.2082,8.2082,0.0010,70g,1.47e+10,C+,0,1218300,2s2.2p4,3P,2,2s2.2p3.(4S*).4s,3S*,1,,T5741,L3463,
Al,6,8.2267,8.2266,0.0010,50g,8.44e+09,C+,2732,1218300,2s2.2p4,3P,1,2s2.2p3.(4S*).4s,3S*,1,,T5741,L3463,
Al,6,8.2338,8.2340,0.0010,10g,2.79e+09,C,3829,1218300,2s2.2p4,3P,0,2s2.2p3.(4S*).4s,3S*,1,,T5741,L3463,
Al,8,8.3335,8.3322,0.0010,10,,,647310+x,1847470?,2p4,1D,2,2s2.2p.4d,3D*,3,,,L3463,
Al,8,8.3465,8.3465,0.0010,50*,1.09e+10,C,309110,1507210,2s.2p3,3P*,1,2s.2p2.(4P).3s,3P,2?,,T5052,L3463,
Al,8,8.3465,8.3465,0.0010,50*,3.29e+10,C+,309110,1507210,2s.2p3,3P*,2,2s.2p2.(4P).3s,3P,2?,,T5052,L3463,
Al,8,8.3635,8.3635,0.0010,10*,1.40e+10,C,309110,1504780,2s.2p3,3P*,0,2s.2p2.(4P).3s,3P,1?,,T5052,L3463,
Al,8,8.3635,8.3635,0.0010,10*,1.53e+10,C,309110,1504780,2s.2p3,3P*,2,2s.2p2.(4P).3s,3P,1?,,T5052,L3463,
Al,8,8.3635,8.3635,0.0010,10*,1.11e+10,C,309110,1504780,2s.2p3,3P*,1,2s.2p2.(4P).3s,3P,1?,,T5052,L3463,
Al,7,8.3833,8.3832,0.0010,512,2.10e+11,B,280200,1473060,2s.2p4,4P,5/2,2s.2p3.(5S*).3d,4D*,7/2,,"u22,LS",L2587,
Al,7,8.4005,8.4006,0.0010,475,1.46e+11,B,282670,1473060,2s.2p4,4P,3/2,2s.2p3.(5S*).3d,4D*,5/2,,"u22,LS",L2587,
Al,7,8.4095,8.4098,0.0010,422,8.68e+10,C+,283970,1473060,2s.2p4,4P,1/2,2s.2p3.(5S*).3d,4D*,3/2,,"u22,LS",L2587,
Al,6,8.5189,8.51738,0.00010,10g,,,0,1174070,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,1F*,3,,,L3463,
Al,6,8.5422,8.54226,0.00010,100g,,,0,1170650,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,1D*,2,,,L5131,
Al,6,8.5518,8.55176,0.00010,1000g,1.22e+11,B,0,1169350,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3D*,3,,T7370c8,L5131,
Al,6,8.5567,8.55659,0.00010,200g,2.09e+10,C+,0,1168690,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3D*,2,,T7370c8,L5131,
Al,6,8.5623,8.56224,0.00010,300g,,,2732,1170650,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,1D*,2,,,L5131,
Al,5,8.5662,8.5662,0.0010,50g,,,0,1167380,2s2.2p5,2P*,3/2,2s2.2p4.(1D).5d,2S,1/2,,,L3463,
Al,6,8.5725,8.57252,0.00010,300g,6.37e+10,C+,2732,1169250,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3D*,1,,T7370c8,L5131,
Al,6,8.5767,8.57664,0.00010,400g,8.54e+10,C+,2732,1168690,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3D*,2,,T7370c8,L5131,
Al,5,8.5804,8.5804,0.0010,350g,,,0,1165450,2s2.2p5,2P*,3/2,2s2.2p4.(3P).6d,2D,5/2,,,L3463,
Al,6,8.5806,8.58059,0.00010,350g,9.16e+10,C+,3829,1169250,2s2.2p4,3P,0,2s2.2p3.(2P*).3d,3D*,1,,T7370c8,L5131,
Al,6,8.5817,8.58170,0.00010,350g,2.84e+10,C+,0,1165270,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3P*,2,,T7370c8,L5131,
Al,6,8.5867,8.58657,0.00010,100g,1.54e+10,C+,0,1164610,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3P*,1,,T7370c8,L5131,
Al,5,8.5922,8.5915,0.0010,"10g,bl*",,,3442,1167380,2s2.2p5,2P*,1/2,2s2.2p4.(1D).5d,2S,1/2,,,L3463,
Al,5,8.5922,8.5922,0.0010,"10g,bl*",,,0,1163850,2s2.2p5,2P*,3/2,2s2.2p4.(3P).6d,2D,3/2,,,L3463,
Al,6,8.6018,8.60187,0.00010,150g,8.05e+09,C+,2732,1165270,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3P*,2,,T7370c8,L5131,
Al,6,8.6068,8.60676,0.00010,150g,2.27e+10,C+,2732,1164610,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3P*,1,,T7370c8,L5131,
Al,6,8.6094,8.60942,0.00010,150g,7.38e+10,C+,2732,1164250,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3P*,0,,T7370c8,L5131,
Al,6,8.6148,8.61489,0.00010,200g,2.37e+10,C+,3829,1164610,2s2.2p4,3P,0,2s2.2p3.(2P*).3d,3P*,1,,T7370c8,L5131,
Al,8,8.6427,8.6428,0.0010,100*,,,309110,1466140,2s.2p3,3P*,0,2s.2p2.(4P).3s,5P,1,,,L3463,
Al,8,8.6427,8.6428,0.0010,100*,,,309110,1466140,2s.2p3,3P*,2,2s.2p2.(4P).3s,5P,1,,,L3463,
Al,8,8.6427,8.6428,0.0010,100*,,,309110,1466140,2s.2p3,3P*,1,2s.2p2.(4P).3s,5P,1,,,L3463,
Al,7,8.6666,8.6668,0.0010,118,2.26e+10,B,94603,1248430,2s2.2p3,2P*,1/2,2s2.2p2.(1S).3s,2S,1/2,,T7370c8,L2587,
Al,7,8.6685,8.6688,0.0010,166,4.05e+10,B,94869,1248430,2s2.2p3,2P*,3/2,2s2.2p2.(1S).3s,2S,1/2,,T7370c8,L2587,
Al,7,8.6884,8.6885,0.0010,475g,3.59e+10,A,0,1150950,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3s,4P,5/2,,T7370c8,L2587,
Al,5,8.7020,8.7020,0.0010,100g,,,0,1149160,2s2.2p5,2P*,3/2,2s2.2p4.(1S).4d,2D,5/2,,,L3463,
Al,7,8.7058,8.7059,0.0010,456g,3.56e+10,A,0,1148650,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3s,4P,3/2,,T7370c8,L2587,
Al,7,8.7165,8.7169,0.0010,422g,3.53e+10,A,0,1147200,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3s,4P,1/2,,T7370c8,L2587,
Al,5,8.7279,8.7274,0.0010,50g,,,3442,1149260,2s2.2p5,2P*,1/2,2s2.2p4.(1S).4d,2D,3/2,,,L3463,
Al,6,8.7331,8.73317,0.00010,400g,1.54e+11,C+,0,1145060,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3S*,1,,T7370c8,L5131,
Al,6,8.7540,8.75405,0.00010,350g,1.06e+11,C+,2732,1145060,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3S*,1,,T7370c8,L5131,
Al,6,8.7587,8.75871,0.00010,500g,1.38e+11,C+,0,1141720,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3P*,1,,T7370c8,L5131,
Al,6,8.7625,8.76247,0.00010,100g,3.75e+10,C+,3829,1145060,2s2.2p4,3P,0,2s2.2p3.(2D*).3d,3S*,1,,T7370c8,L5131,
Al,6,8.7651,8.76516,0.00010,650g,2.32e+11,B,0,1140880,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3P*,2,,T7370c8,L5131,
Al,6,8.7776,8.77757,0.00010,250g,2.67e+11,C+,2732,1142000,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3P*,0,,T7370c8,L5131,
Al,6,8.7796,8.77972,0.00010,250g,5.96e+10,C+,2732,1141720,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3P*,1,,T7370c8,L5131,
Al,6,8.7863,8.78620,0.00010,350g,6.43e+10,C+,2732,1140880,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3P*,2,,T7370c8,L5131,
Al,6,8.7883,8.78819,0.00010,250g,7.74e+10,C+,3829,1141720,2s2.2p4,3P,0,2s2.2p3.(2D*).3d,3P*,1,,T7370c8,L5131,
Al,7,8.8027,8.8027,0.0010,515*,4.23e+10,B,62313,1198330,2s2.2p3,2D*,3/2,2s2.2p2.(1D).3s,2D,3/2,,T7370c8,L2587,
Al,7,8.8027,8.8031,0.0010,515*,4.53e+10,B,62369,1198330,2s2.2p3,2D*,5/2,2s2.2p2.(1D).3s,2D,5/2,,T7370c8,L2587,
Al,6,8.8163,8.81632,0.00010,1000g,1.68e+11,A,0,1134260,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3D*,3,,T7370c8,L5131,
Al,6,8.8269,8.82688,0.00010,750,2.17e+11,B,41167,1174070,2s2.2p4,1D,2,2s2.2p3.(2P*).3d,1F*,3,,T7370c8,L5131,
Al,6,8.8325,8.83204,0.00010,100g,,,3829,1136070,2s2.2p4,3P,0,2s2.2p3.(2D*).3d,1P*,1,,,L3463,
Al,6,8.8369,8.83690,0.00010,750g,,,2732,1134350,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3D*,2,,,L5131,
Al,5,8.8425,8.8425,0.0010,100g,5.53e+10,C+,0,1130900,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,2D,5/2,,T5741,L3463,
Al,6,8.8462,8.84618,0.00010,250g,8.15e+10,B+,3829,1134260,2s2.2p4,3P,0,2s2.2p3.(2D*).3d,3D*,1,,T7370c8,L5131,
Al,5,8.8539,8.8547,0.0010,"400g,bl",4.05e+10,C+,0,1129350,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,2D,3/2,,T5741,L3463,
Al,5,8.8636,8.8636,0.0010,100g,6.12e+10,C+,3442,1131650,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,2P,3/2,,T5741,L3463,
Al,6,8.8687,8.86900,0.00010,100,,,41167,1168690,2s2.2p4,1D,2,2s2.2p3.(2P*).3d,3D*,2,,,L5131,
Al,5,8.8688,8.8688,0.0010,"200g,bl",,,0,1127550,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,4D,5/2,,,L3463,
Al,5,8.8817,8.8817,0.0010,50g,1.06e+10,C,3442,1129350,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,2D,3/2,,T5741,L3463,
Al,5,8.8945,8.8945,0.0010,1g,,,3442,1127730,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,4D,3/2,,,L3463,
Al,6,9.0196,9.01963,0.00010,1000,2.50e+11,B,41167,1149860,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,1F*,3,,T7370c8,L5131,
Al,7,9.0547,9.0551,0.0010,515,5.66e+10,A,62369,1166720,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3s,2P,3/2,,T7370c8,L2587,
Al,7,9.0596,9.0602,0.0010,185,1.31e+10,B,94603,1198330,2s2.2p3,2P*,1/2,2s2.2p2.(1D).3s,2D,3/2,,T7370c8,L2587,
Al,7,9.0627,9.0624,0.0010,185,1.58e+10,B,94869,1198330,2s2.2p3,2P*,3/2,2s2.2p2.(1D).3s,2D,5/2,,T7370c8,L2587,
Al,5,9.0630,9.0631,0.0010,"250g,bl",,,0,1103380,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4d,2P,3/2,,,L3463,
Al,5,9.0646,9.0646,0.0010,100g,,,0,1103190,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4d,2D,5/2,,,L3463,
Al,5,9.0701,9.0700,0.0010,200g,,,0,1102540,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4d,2S,1/2,,,L3463,
Al,7,9.0772,9.0775,0.0010,195,6.65e+10,A,62313,1163940,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3s,2P,1/2,,T7370c8,L3463,
Al,6,9.0856,9.08560,0.00010,600,1.48e+11,B,41167,1141810,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,1D*,2,,T7370c8,L5131,
Al,5,9.0914,9.0914,0.0010,200g,,,3442,1103380,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4d,2P,3/2,,,L3463,
Al,5,9.0982,9.0984,0.0010,50g,,,3442,1102540,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4d,2S,1/2,,,L3463,
Al,5,9.1078,9.1078,0.0010,10g,,,3442,1101400,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4d,2P,1/2,,,L3463,
Al,6,9.1332,9.13323,0.00010,500,1.37e+11,C+,41167,1136070,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,1P*,1,,T7370c8,L5131,
Al,8,9.1487,9.1487,0.0010,50*,5.15e+08,D,309110,1402160,2s.2p3,3P*,0,2s2.2p.3p,3S,1,,"T7333c8,T6950",L3463,
Al,8,9.1487,9.1487,0.0010,50*,1.93e+09,C,309110,1402160,2s.2p3,3P*,1,2s2.2p.3p,3S,1,,"T7333c8,T6950",L3463,
Al,8,9.1487,9.1487,0.0010,50*,3.99e+09,C,309110,1402160,2s.2p3,3P*,2,2s2.2p.3p,3S,1,,"T7333c8,T6950",L3463,
Al,5,9.1750,9.17467,0.00010,50g,,,0,1089957,2s2.2p5,2P*,3/2,2s2.2p4.(1S).4s,2S,1/2,,,L3463,
Al,5,9.2039,9.20374,0.00010,10g,,,3442,1089957,2s2.2p5,2P*,1/2,2s2.2p4.(1S).4s,2S,1/2,,,L3463,
Al,6,9.2626,9.26260,0.00010,750g,1.30e+11,A,0,1079610,2s2.2p4,3P,2,2s2.2p3.(4S*).3d,3D*,3,,T7370c8,L5131,
Al,6,9.2638,9.26393,0.00010,200g,3.33e+10,B+,0,1079456,2s2.2p4,3P,2,2s2.2p3.(4S*).3d,3D*,2,,T7370c8,L5131,
Al,6,9.2875,9.28743,0.00010,500g,9.41e+10,A,2732,1079456,2s2.2p4,3P,1,2s2.2p3.(4S*).3d,3D*,2,,T7370c8,L5131,
Al,6,9.2970,9.29707,0.00010,250g,6.97e+10,B+,3829,1079437,2s2.2p4,3P,0,2s2.2p3.(4S*).3d,3D*,1,,T7370c8,L5131,
Al,7,9.3275,9.3273,0.0010,420,8.90e+09,B+,94603,1166720,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3s,2P,3/2,,T7370c8,L2587,
Al,7,9.3298,9.3297,0.0010,550,3.88e+10,A,94869,1166720,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3s,2P,3/2,,T7370c8,L2587,
Al,7,9.3517,9.3516,0.0010,420,2.92e+10,A,94603,1163940,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3s,2P,1/2,,T7370c8,L2587,
Al,7,9.3535,9.3539,0.0010,343,1.09e+10,B+,94869,1163940,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3s,2P,1/2,,T7370c8,L2587,
Al,5,9.3654,9.3653,0.0010,20g,1.04e+10,C,0,1067770,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,2P,3/2,,T5741,L3463,
Al,5,9.3755,9.3755,0.0010,350g,6.95e+10,C+,0,1066610,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,2D,5/2,,T5741,L3463,
Al,5,9.3855,9.3856,0.0010,200g,5.10e+10,C+,0,1065460,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,2D,3/2,,T5741,L3463,
Al,5,9.3880,9.3882,0.0010,70g,1.99e+10,C,0,1065170,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,2P,1/2,,T5741,L3463,
Al,5,9.3955,9.3956,0.0010,300g,7.02e+10,C+,3442,1067770,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,2P,3/2,,T5741,L3463,
Al,5,9.3981,9.3981,0.0010,100g,2.29e+10,C,0,1064050,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,4P,5/2,,T5741,L3463,
Al,5,9.4089,9.4089,0.0010,70g,,,0,1062820,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,4D,3/2,,,L3463,
Al,5,9.4117,9.4117,0.0010,120g,,,0,1062510,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,4D,5/2,,,L3463,
Al,5,9.4160,9.4160,0.0010,100g,2.78e+10,C+,3442,1065460,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,2D,3/2,,T5741,L3463,
Al,5,9.4187,9.4186,0.0010,100g,3.51e+10,C+,3442,1065170,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,2P,1/2,,T5741,L3463,
Al,5,9.4321,9.4321,0.0010,10g,5.41e+09,D,3442,1063650,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,4P,3/2,,T5741,L3463,
Al,5,9.4394,9.4395,0.0010,10g,,,3442,1062820,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,4D,3/2,,,L3463,
Al,6,9.5433,9.54329,0.00010,100,2.16e+10,C+,88213,1136070,2s2.2p4,1S,0,2s2.2p3.(2D*).3d,1P*,1,,T7370c8,L5131,
Al,5,9.5835,9.58323,0.00010,30g,,,0,1043490,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4s,2D,5/2,,,L3463,
Al,7,9.5975,9.5974,0.0010,440,3.93e+10,A,280200,1322150,2s.2p4,4P,5/2,2s.2p3.(5S*).3s,4S*,3/2,,T7370c8,L2587,
Al,5,9.6150,9.61489,0.00010,20g,,,3442,1043495,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4s,2D,3/2,,,L3463,
Al,7,9.6207,9.6202,0.0010,375,2.56e+10,A,282670,1322150,2s.2p4,4P,3/2,2s.2p3.(5S*).3s,4S*,3/2,,T7370c8,L2587,
Al,7,9.6327,9.6322,0.0010,227,1.27e+10,A,283970,1322150,2s.2p4,4P,1/2,2s.2p3.(5S*).3s,4S*,3/2,,T7370c8,L2587,
Al,6,9.6440,9.6440,0.0010,10,1.88e+10,C,323002,1359920,2s.2p5,3P*,2,2s.2p4.(2S).3s,3S,1,,"u20,LS",L5131,
Al,6,9.6673,9.6670,0.0010,50,1.12e+10,D,325469,1359920,2s.2p5,3P*,1,2s.2p4.(2S).3s,3S,1,,"u20,LS",L4567,
Al,5,9.9200,9.91992,0.00010,20g,,,0,1008073,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4s,2P,1/2,,,L3463,
Al,5,9.9277,9.92763,0.00010,10g,,,0,1007290,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3d,2D,3/2,,,L2577,
Al,5,9.9290,9.92905,0.00010,100g,,,0,1007146,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3d,2D,5/2,,,L2577,
Al,5,9.9425,9.94243,0.00010,40g,,,0,1005790,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4s,2P,3/2,,,L2577,
Al,5,9.9541,9.95390,0.00010,30g,,,3442,1008073,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4s,2P,1/2,,,L2577,
Al,5,9.9614,9.96167,0.00010,80g,,,3442,1007290,2s2.2p5,2P*,1/2,2s2.2p4.(1S).3d,2D,3/2,,,L2577,
