element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
P,4,186.2762,,250,,,,,,,,,,,,,L4144,
P,4,186.2893,,120,,,,,,,,,,,,,L4144,
P,4,186.3580,,200,,,,,,,,,,,,,L4144,
P,1,186.4348,,140,,,,,,,,,,,,,L5148,
P,4,188.8523,188.8524,650,1.8e+08,E,105190.42,158141.82,3s.3p,1P*,1,3p2,1D,2,,T1261,L4144,
P,1,190.5481,,180,,,,,,,,,,,,,L5148,
P,1,190.6403,,140,,,,,,,,,,,,,L5148,
P,1,190.7665,,280,,,,,,,,,,,,,L5148,
P,4,191.0183,,200,,,,,,,,,,,,,L4144,
P,4,198.5682,,120,,,,,,,,,,,,,L4144,
P,4,198.5851,,150,,,,,,,,,,,,,L4144,
P,4,198.6114,,200,,,,,,,,,,,,,L4144,
P,4,198.7022,,150,,,,,,,,,,,,,L4144,
P,1,202.3489,,280,,,,,,,,,,,,,L5148,
P,1,202.4516,,180,,,,,,,,,,,,,L5148,
P,1,203.2432,,400,,,,,,,,,,,,,L5148,
P,1,203.3477,,400,,,,,,,,,,,,,L5148,
P,1,213.5465,213.5469,400,2.11e+07,C,11361.02,58174.366,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4s,2P,3/2,,T1220,L5148,
P,1,213.6182,213.6182,400,2.83e+08,C,11376.63,58174.366,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4s,2P,3/2,,T1220,L5148,
P,1,214.9145,214.9142,400,3.18e+08,C,11361.02,57876.574,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4s,2P,1/2,,T1220,L5148,
P,1,215.2940,215.2939,280,4.85e+07,C,18722.71,65156.242,3s2.3p3,2P*,1/2,3s2.3p2.(1D).4s,2D,3/2,,T1220,L5148,
P,1,215.4080,215.4072,500,5.8e+07,C,18748.01,65157.126,3s2.3p3,2P*,3/2,3s2.3p2.(1D).4s,2D,5/2,,T1220,L5148,
P,5,218.029,,200,,,,,,,,,,,,,L2613,
P,5,218.642,,150,,,,,,,,,,,,,L2613,
P,1,223.5732,223.5742,180,6.2e+05,E,11376.63,56090.626,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4s,4P,3/2,,T1220,L5148,
P,5,242.440,242.4403,375,6.4e+08,C,304160.87,345395.62,2p6.4p,2P*,1/2,2p6.4d,2D,3/2,,"T1619interp,LS",L2613,
P,5,244.093,244.0936,450,7.4e+08,C,304445.28,345400.75,2p6.4p,2P*,3/2,2p6.4d,2D,5/2,,"T1619interp,LS",L2613,
P,5,244.124,244.1242,200,1.2e+08,C,304445.28,345395.62,2p6.4p,2P*,3/2,2p6.4d,2D,3/2,,"T1619interp,LS",L2613,
P,4,247.7823,,200,,,,,,,,,,,,,L4144,
P,4,247.8070,,150,,,,,,,,,,,,,L4144,
P,4,247.8256,,250,,,,,,,,,,,,,L4144,
P,2,248.419,,100,,,,,,,,,,,,,L3986,
P,1,253.3976,253.3986,750,2.00e+07,C,18722.71,58174.366,3s2.3p3,2P*,1/2,3s2.3p2.(3P).4s,2P,3/2,,T1220,L5148,
P,1,253.5603,253.5612,950,9.5e+07,C,18748.01,58174.366,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4s,2P,3/2,,T1220,L5148,
P,1,255.3262,255.3260,750,7.1e+07,C,18722.71,57876.574,3s2.3p3,2P*,1/2,3s2.3p2.(3P).4s,2P,1/2,,T1220,L5148,
P,1,255.4915,255.4911,500,3.00e+07,C,18748.01,57876.574,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4s,2P,1/2,,T1220,L5148,
P,4,260.5506,,250,,,,,,,,,,,,,L4144,
P,2,260.606,,150,,,,,,,,,,,,,L3986,
P,3,261.1147,,200,,,,,,,,,,,,,L4134,
P,2,262.618,,100,,,,,,,,,,,,,L3986,
P,3,263.2713,,300,,,,,,,,,,,,,L4134,
P,2,263.676,,90,,,,,,,,,,,,,L3986,
P,4,264.4295,,400,,,,,,,,,,,,,L4144,
P,3,268.0133,,200,,,,,,,,,,,,,L4134,
P,4,272.4764,,300,,,,,,,,,,,,,L4144,
P,4,272.8770,,400,,,,,,,,,,,,,L4144,
P,4,272.9120,,200,,,,,,,,,,,,,L4144,
P,4,273.9309,,500,,,,,,,,,,,,,L4144,
P,4,273.9872,,250,,,,,,,,,,,,,L4144,
P,4,274.0223,,200,,,,,,,,,,,,,L4144,
P,3,289.5241,,250,,,,,,,,,,,,,L4134,
P,5,296.100,,300,,,,,,,,,,,,,L2613,
P,4,296.1242,,200,,,,,,,,,,,,,L4144,
P,5,297.855,,450,,,,,,,,,,,,,L2613,
P,5,317.509,317.5095,700,2.34e+08,C,272959.27,304445.28,2p6.4s,2S,1/2,2p6.4p,2P*,3/2,,"T1619interp,LS",L2613,
P,3,318.6186,,250,,,,,,,,,,,,,L4134,
P,5,320.404,320.4038,520,2.28e+08,C,272959.27,304160.87,2p6.4s,2S,1/2,2p6.4p,2P*,1/2,,"T1619interp,LS",L2613,
P,3,321.9307,321.9311,300,3.9e+08,D,141376.91,172430.49,3s2.4p,2P*,1/2,3s2.4d,2D,3/2,,"T1619CA,LS",L4134,
P,3,323.3536,323.3548,150,7.7e+07,D,141513.63,172430.49,3s2.4p,2P*,3/2,3s2.4d,2D,3/2,,"T1619CA,LS",L4134,
P,3,323.3602,323.3619,400,4.6e+08,D,141513.63,172429.81,3s2.4p,2P*,3/2,3s2.4d,2D,5/2,,"T1619CA,LS",L4134,
P,2,330.892,,150,,,,,,,,,,,,,L3986,
P,4,334.7736,334.7739,650,2.13e+08,C+,226898.14,256760.46,3s.4s,3S,1,3s.4p,3P*,2,,T1261LS,L4144,
P,4,336.4467,336.4470,570,2.09e+08,C+,226898.14,256611.97,3s.4s,3S,1,3s.4p,3P*,1,,T1261LS,L4144,
P,4,337.1122,337.1119,400,2.1e+08,D,226898.14,256553.36,3s.4s,3S,1,3s.4p,3P*,0,,T1261LS,L4144,
P,4,341.3543,,200,,,,,,,,,,,,,L4144,
P,2,341.934,,125,,,,,,,,,,,,,L3986,
P,2,342.500,,100,,,,,,,,,,,,,L3986,
P,3,355.6546,,200,,,,,,,,,,,,,L4134,
P,3,357.7526,,200,,,,,,,,,,,,,L4134,
P,4,373.3393,,200,,,,,,,,,,,,,L4144,
P,3,390.4812,390.4811,200,7.5e+07,D,184453.79,210055.97,3s.3p.(3P*).4s,4P*,1/2,3s.3p.(3P*).4p,4P,3/2,,"T1619CA,LS",L4134,
P,3,391.4314,,250,,,,,,,,,,,,,L4134,
P,3,395.7641,395.7641,300,1.2e+08,D,185045.62,210306.05,3s.3p.(3P*).4s,4P*,5/2,3s.3p.(3P*).4p,4P,5/2,,"T1619CA,LS",L4134,
P,3,397.8307,,350,,,,,,,,,,,,,L4134,
P,3,405.7440,405.7449,200,1.0e+07,D,116874.56,141513.63,3s2.3d,2D,3/2,3s2.4p,2P*,3/2,,"T1619CA,LS",L4134,
P,3,405.9312,405.9312,400,9.0e+07,D,116885.87,141513.63,3s2.3d,2D,5/2,3s2.4p,2P*,3/2,,"T1619CA,LS",L4134,
P,3,408.0084,408.0089,300,9.9e+07,D,116874.56,141376.91,3s2.3d,2D,3/2,3s2.4p,2P*,1/2,,"T1619CA,LS",L4134,
P,5,408.318,,150,,,,,,,,,,,,,L2613,
P,5,409.495,,110,,,,,,,,,,,,,L2613,
P,2,417.848,,100,,,,,,,,,,,,,L3986,
P,3,422.2195,422.2198,500,1.5e+08,D,117835.95,141513.63,3s2.4s,2S,1/2,3s2.4p,2P*,3/2,,"T1619CA,LS",L4134,
P,3,424.6720,424.6720,350,1.4e+08,D,117835.95,141376.91,3s2.4s,2S,1/2,3s2.4p,2P*,1/2,,"T1619CA,LS",L4134,
P,4,424.9656,424.9655,300,8.4e+07,C,233997.96,257522.66,3s.4s,1S,0,3s.4p,1P*,1,,T1261,L4144,
P,2,428.860,,200,,,,,,,,,,,,,L3986,
P,2,438.535,438.5393,200,4.0e+07,D,101635.69,124432.26,3s2.3p.4p,1P,1,3s2.3p.5s,1P*,1,,T1619CA,L3986,
P,2,442.071,442.0712,400,1.6e+08,D,88893.22,111507.66,3s2.3p.4s,1P*,1,3s2.3p.4p,1S,0,,T1619CA,L3986,
P,3,442.8171,,200,,,,,,,,,,,,,L4134,
P,2,445.246,,100,,,,,,,,,,,,,L3986,
P,2,446.300,,150,,,,,,,,,,,,,L3986,
P,3,446.3668,,200,,,,,,,,,,,,,L4134,
P,2,446.798,,120,,,,,,,,,,,,,L3986,
P,2,447.526,447.5270,200,1.3e+08,D,105549.67,127888.42,3s2.3p.4p,3P,2,3s2.3p.4d,3D*,3,,"T1619CA,LS",L3986,
P,3,447.9776,,250,,,,,,,,,,,,,L4134,
P,2,449.924,449.9230,200,1.4e+08,D,107922.93,130142.72,3s2.3p.4p,1D,2,3s2.3p.4d,1F*,3,,T1619CA,L3986,
P,2,453.081,453.0823,120,1.8e+07,D,105302.37,127367.23,3s2.3p.4p,3P,1,3s2.3p.4d,3P*,2,,"T1619CA,LS",L3986,
P,4,454.0288,,250,,,,,,,,,,,,,L4144,
P,4,454.1112,,250,,,,,,,,,,,,,L4144,
P,4,454.8056,,150,,,,,,,,,,,,,L4144,
P,4,454.8449,,200,,,,,,,,,,,,,L4144,
P,2,455.483,,120,,,,,,,,,,,,,L3986,
P,2,455.807,455.8095,120,9.7e+07,D,106001.25,127934.09,3s2.3p.4p,3S,1,3s2.3p.4d,3P*,1,,"T1619CA,LS",L3986,
P,2,458.171,,120,,,,,,,,,,,,,L3986,
P,2,458.804,458.8032,500,1.7e+08,D,103339.14,125128.87,3s2.3p.4p,3D,2,3s2.3p.4d,3F*,3,,"T1619CA,LS",L3986,
P,2,458.986,458.9846,500,1.6e+08,D,103165.61,124946.73,3s2.3p.4p,3D,1,3s2.3p.4d,3F*,2,,"T1619CA,LS",L3986,
P,2,460.208,460.2069,600,1.9e+08,D,103667.86,125391.13,3s2.3p.4p,3D,3,3s2.3p.4d,3F*,4,,"T1619CA,LS",L3986,
