element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Hg,2,125.7404,0.0004,125.74066,0.00010,15,3.5e+06,,60608.362,140137.134,5d10.6p,2P*,3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<2>,1/2]",5/2,,T7226,L11760,
Hg,1,125.9245,0.0003,125.92458,0.00003,11,,,0.000,79412.615,5d10.6s2,1S,0,5d10.6s.9p,3P*,1,,,L13012,
Hg,2,126.4541,0.0004,126.45431,0.00010,20h,4.3e+07,,60608.362,139688.308,5d10.6p,2P*,3/2,5d10.9d,2D,5/2,,T7226,L11760,
Hg,1,126.882,0.003,126.8826,0.0003,300,,,0.000,78813.02,5d10.6s2,1S,0,5d9.6s2.(2D<5/2>).6p,2[3/2]*,1,,,L15165,
Hg,2,126.8828,0.0005,,,15h,,,,,,,,,,,,,L11760,
Hg,2,127.6793,0.0005,,,10h,,,,,,,,,,,,,L11760,
Hg,2,127.8444,0.0004,127.84463,0.00010,40,3.7e+08,,79705.262,157925.207,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",5/2,,T7226,L11760,
Hg,2,128.4912,0.0005,128.49124,0.00010,40,3.4e+07,,60608.362,138434.682,5d10.6p,2P*,3/2,5d10.10s,2S,1/2,,T7226,L11760,
Hg,2,129.4665,0.0005,129.46674,0.00010,75,2.2e+07,,50555.567,127795.481,5d9.6s2,2D,3/2,5d10.8p,2P*,3/2,,T7226,L11760,
Hg,2,130.0374,0.0005,,,15,,,,,,,,,,,,,L11760,
Hg,2,130.4429,0.0004,,,40,,,,,,,,,,,,,L11760,
Hg,1,130.7749,0.0003,130.775477,0.000021,6,,,0.000,76466.936,5d10.6s2,1S,0,5d10.6s.8p,3P*,1,,,L13012,
Hg,2,130.7928,0.0004,130.79275,0.00010,1200,6.5e+08,,35514.624,111971.464,5d9.6s2,2D,5/2,5d10.7p,2P*,3/2,,T7226,L11760,
Hg,2,130.8153,0.0004,,,150,,,,,,,,,,,,,L11760,
Hg,2,130.9135,0.0004,130.91357,0.00010,130,1.4e+08,,50555.567,126941.844,5d9.6s2,2D,3/2,5d10.8p,2P*,1/2,,T7226,L11760,
Hg,2,131.3964,0.0004,131.39611,0.00010,15,3.7e+06,,60608.362,136714.118,5d10.6p,2P*,3/2,5d9.6s.7s,"[(2D<5/2>,1/2)<3>,1/2]",5/2,,T7226,L11760,
Hg,2,132.1713,0.0004,132.17116,0.00010,2000,6.7e+08,,35514.624,111174.092,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<3/2>,3P<2>)*",5/2,,T7226,L11760,
Hg,2,132.3042,0.0004,132.30377,0.00010,60p,6.3e+08,,79705.262,155288.900,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6p2,"(2D<5/2>,3P<1>)",5/2,,T7226,L11760,
