element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Dy,2,350.545,,830,,,,,,,,,,,,,L3475,
Dy,2,350.681,,1300,,,,,,,,,,,,,L3475,
Dy,1,351.1015,351.1014+,1000,9.4e+06,B+,4134.222,32607.88,4f10.6s2,5I,7,,*,6,,T7148,L1177,
Dy,2,351.726,,560,,,,,,,,,,,,,L3475,
Dy,2,352.398,,4400,,,,,,,,,,,,,L3475,
Dy,2,353.170,353.17052+,22000,1.56e+08,,0.000,28306.843,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f10.(5I).6p,6K*,19/2,,T7148,L3475,
Dy,2,353.496,,4400,,,,,,,,,,,,,L3475,
Dy,2,353.602,353.60180+,5500,1.01e+08,,4341.104,32613.423,4f10.(5I<7>).6s<1/2>,"(7,1/2)",15/2,4f9.(6H*).5d2.(3F),*,17/2,,T7148,L3475,
Dy,2,353.852,,4400,,,,,,,,,,,,,L3475,
Dy,2,353.937,,400,,,,,,,,,,,,,L3475,
Dy,2,354.233,,1700,,,,,,,,,,,,,L3475,
Dy,2,354.420,,400,,,,,,,,,,,,,L3475,
Dy,2,354.435,,400,,,,,,,,,,,,,L3475,
Dy,2,354.683,,1400,,,,,,,,,,,,,L3475,
Dy,2,354.819,,330,,,,,,,,,,,,,L3475,
Dy,2,355.022,,4400,,,,,,,,,,,,,L3475,
Dy,2,355.162,,2200,,,,,,,,,,,,,L3475,
Dy,2,355.823,,440w,,,,,,,,,,,,,L3475,
Dy,2,355.930,,440,,,,,,,,,,,,,L3475,
Dy,2,356.315,,2200,,,,,,,,,,,,,L3475,
Dy,2,356.369,,560,,,,,,,,,,,,,L3475,
Dy,1,357.1438,357.1437+,1000,4.80e+06,B+,4134.222,32126.16,4f10.6s2,5I,7,,*,6,,T7148,L1177,
Dy,2,357.383,,780,,,,,,,,,,,,,L3475,
Dy,2,357.415,,1400,,,,,,,,,,,,,L3475,
Dy,2,357.624,,4400,,,,,,,,,,,,,L3475,
