element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Si,1,250.690,250.6897,425,5.47e+07,B,77.115,39955.053,3s2.3p2,3P,1,3s2.3p.4s,3P*,2,,T5814,L3521,
Si,1,251.432,251.4316,375,7.39e+07,B,0.000,39760.285,3s2.3p2,3P,0,3s2.3p.4s,3P*,1,,T5814,L3521,
Si,1,251.6113,251.6112,500,1.68e+08,B,223.157,39955.053,3s2.3p2,3P,2,3s2.3p.4s,3P*,2,,T5814,L3521,
Si,4,251.751,,7,,,,,,,,,,,,,L6098,
Si,1,251.9202,251.9202,350,5.49e+07,B,77.115,39760.285,3s2.3p2,3P,1,3s2.3p.4s,3P*,1,,T5814,L3521,
Si,1,252.4108,252.4108,425,2.22e+08,B,77.115,39683.163,3s2.3p2,3P,1,3s2.3p.4s,3P*,0,,T5814,L3521,
Si,1,252.8509,252.8508,450,9.04e+07,B,223.157,39760.285,3s2.3p2,3P,2,3s2.3p.4s,3P*,1,,T5814,L3521,
Si,1,253.2381,253.2381,110,2.45e+07,C,15394.370,54871.031,3s2.3p2,1S,0,3s2.3p.5s,1P*,1,,T5071,L3521,
Si,3,254.182,254.1818,25,3.22e+07,B,82884.41,122214.52,3s.3p,1P*,1,3p2,1D,2,,"c44,T5038,T1860",L4833,
Si,3,254.609,254.6092,10,6.1e+07,D,165765.00,205029.09,3s.3d,1D,2,3p.3d,1D*,2,,c44,L4833,
Si,3,255.921,255.9196,14,1.63e+08,C+,165765.00,204828.06,3s.3d,1D,2,3s.4f,1F*,3,,"c44,T5038",L4833,
Si,1,256.3679,256.3677,30,4.20e-03,D,6298.850,45293.629,3s2.3p2,1D,2,3s.3p3,3D*,2,M2,c22,L3521,
Si,1,256.8641,256.8640,85,4.24e+06,D,15394.370,54313.818,3s2.3p2,1S,0,3s2.3p.5s,3P*,1,,T5071,L3521,
Si,1,257.7151,,45,,,,,,,,,,,,,L3521,
Si,1,263.1282,263.1282,190,1.06e+08,B,15394.370,53387.334,3s2.3p2,1S,0,3s2.3p.3d,1P*,1,,T5814,L3521,
Si,3,264.079,264.0788,11,1.83e+08,B,205029.09,242885.30,3p.3d,1D*,2,3p.4p,1P,1,,T6298c4,L4833,
