element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Pm,2,542.479,,180,,,,,,,,,,,,,u8,
Pm,2,542.904,,150,,,,,,,,,,,,,u8,
Pm,2,546.764,,100,,,,,,,,,,,,,u8,
Pm,2,549.545,,150,,,,,,,,,,,,,u8,
Pm,2,551.642,,100,,,,,,,,,,,,,u8,
Pm,2,553.496,,180,,,,,,,,,,,,,u8,
Pm,1,553.738,,200,,,,,,,,,,,,,L4514c1,
Pm,2,554.608,554.609+,800,,,6131.47,24157.20,4f5.(6H*).5d,7K*,5,,,4,,,u8,
Pm,2,555.688,,120,,,,,,,,,,,,,u8,
Pm,2,555.839,,150,,,,,,,,,,,,,u8,
Pm,2,556.173,,200,,,,,,,,,,,,,u8,
Pm,2,557.602,557.603+,800,,,5332.36,23261.30,4f5.(6H*).5d,7K*,4,,,3,,,u8,
Pm,2,564.129,,200,,,,,,,,,,,,,u8,
Pm,1,573.081,,200,,,,,,,,,,,,,L4514c1,
Pm,2,576.816,,200,,,,,,,,,,,,,u8,
Pm,1,577.699,,200,,,,,,,,,,,,,L4514c1,
Pm,2,582.393,,500,,,,,,,,,,,,,u8,
Pm,2,586.879,,300c,,,,,,,,,,,,,L7345,
Pm,2,587.531,,200c,,,,,,,,,,,,,L7345,
Pm,2,587.876,,100c,,,,,,,,,,,,,L7345,
Pm,2,589.976,,150,,,,,,,,,,,,,L7345,
Pm,1,590.471,,250,,,,,,,,,,,,,L4514c1,
Pm,1,590.590,,100,,,,,,,,,,,,,L4514c1,
Pm,1,591.496,,125,,,,,,,,,,,,,L4514c1,
Pm,2,592.717,,250c,,,,,,,,,,,,,L7345,
Pm,1,593.966,,150,,,,,,,,,,,,,L4514c1,
Pm,2,594.649,,400c,,,,,,,,,,,,,L7345,
Pm,1,595.642,,800,,,,,,,,,,,,,L4514c1,
Pm,1,595.669,,200,,,,,,,,,,,,,L4514c1,
Pm,2,596.008,,100c,,,,,,,,,,,,,L7345,
Pm,2,596.300,,150,,,,,,,,,,,,,L7345,
Pm,1,596.789,,400,,,,,,,,,,,,,L4514c1,
Pm,1,597.973,,200,,,,,,,,,,,,,L4514c1,
Pm,1,598.482,,200,,,,,,,,,,,,,L4514c1,
Pm,2,598.713,,100c,,,,,,,,,,,,,L7345,
Pm,1,599.712,,400,,,,,,,,,,,,,L4514c1,
Pm,2,602.711,,200,,,,,,,,,,,,,L7345,
Pm,1,603.006,,300,,,,,,,,,,,,,L4514c1,
