element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
F,2,424.684,0.010,,160,,,,,,,,,,,,,L369,
F,2,427.536,0.010,,170w,,,,,,,,,,,,,L369,
F,2,427.753,0.010,,160w,,,,,,,,,,,,,L369,
F,2,427.893,0.010,,160w,,,,,,,,,,,,,L369,
F,2,429.917,0.010,429.9165,200,1.7e+08,D,215069.59,238323.38,2s2.2p3.(2D*).3s,1D*,2,2s2.2p3.(2D*).3p,1F,3,,T1115CA,L369,
F,3,442.030,0.010,,140w,,,,,,,,,,,,,L767,
F,3,442.735,0.010,,120w,,,,,,,,,,,,,L767,
F,3,443.232,0.010,,120w,,,,,,,,,,,,,L767,
F,2,444.653,0.010,444.6527,160,1.97e+08,C',232063.34,254546.49,2s2.2p3.(4S*).3d,3D*,1,2s2.2p3.(4S*).4f,3F,2,,T1115CA,L369,
F,2,444.672,0.010,444.6721,170,2.09e+08,C',232064.16,254546.33,2s2.2p3.(4S*).3d,3D*,2,2s2.2p3.(4S*).4f,3F,3,,T1115CA,L369,
F,2,444.719,0.010,444.7188,180,2.35e+08,C',232066.32,254546.13,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(4S*).4f,3F,4,,T1115CA,L369,
F,3,447.999,0.010,,140w,,,,,,,,,,,,,L767,
F,2,473.438,0.010,,140,,,,,,,,,,,,,L369,
F,2,485.939,0.010,,170,,,,,,,,,,,,,L369,
F,2,493.326,0.010,,160,,,,,,,,,,,,,L369,
F,1,496.065,0.003,496.066+,6,,,115917.91,136070.88,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).5d,4D,7/2,,,L7481,
F,2,500.200,0.010,,140,,,,,,,,,,,,,L369,
F,3,501.254,0.010,,150,,,,,,,,,,,,,L767,
F,3,511.099,0.010,,160,,,,,,,,,,,,,L767,
F,2,517.325,0.010,,150,,,,,,,,,,,,,L369,
F,1,523.041,0.003,523.040+,15,,,116987.39,136101.06,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).5d,4F,9/2,,,L7481,
F,1,527.901,0.003,527.902+,12,,,117164.01,136101.65,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).5d,2F,7/2,,,L7481,
F,1,554.052,0.003,554.051+,18,,,116040.88,134084.75,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).4d,2F,5/2,,,L7481,
F,1,555.243,0.003,555.242+,12,,,115917.91,133923.07,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).4d,4F,7/2,,,L7481,
F,1,557.733,0.003,557.731+,10,,,116040.88,133965.68,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).4d,4P,5/2,,,L7481,
F,2,558.927,0.010,,160,,,,,,,,,,,,,L369,
F,1,562.406,0.003,562.403+,20,,,116143.58,133919.49,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).4d,4P,3/2,,,L7481,
F,1,562.693,0.003,562.691+,12,,,116143.58,133910.39,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).4d,2P,1/2,,,L7481,
F,1,565.915,0.003,565.913+,15,,,115917.91,133583.57,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).4d,2D,5/2,,,L7481,
F,1,566.7532,0.0010,566.752+,40,,,115917.91,133557.43,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).4d,4D,5/2,,,L7481,
F,1,567.1668,0.0010,567.166+,90,,,115917.91,133544.54,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).4d,4D,7/2,,,L7481,
F,1,568.914,0.003,568.912+,18,,,116040.88,133613.41,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).4d,4D,1/2,,,L7481,
F,1,570.082,0.003,570.080+,25,,,116040.88,133577.40,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).4d,4D,3/2,,,L7481,
F,1,570.731,0.003,570.730+,25,,,116040.88,133557.43,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).4d,4D,5/2,,,L7481,
F,3,575.317,0.010,,140,,,,,,,,,,,,,L767,
F,3,576.120,0.010,,120,,,,,,,,,,,,,L767,
