element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Re,5,185.92919,0.00060,185.9287,0.0004,34,2.88e+07,,82122.71,135906.77,5d2.(3P).6s,4P,5/2,5d2.(3F).6p,4G*,7/2,,T9811,L20109,
Re,4,185.96825,0.00060,185.9687,0.0007,28,2.29e+07,,83520.75,137293.23,5d3.(2F).6s,1F     ,3,5d3.(4P).6p,3D*    ,3,,T9813,L20111,
Re,3,186.13024,0.00060,186.1297,0.0004,28,1.50e+07,,43750.37,97476.34,,43750,7/2,5d4.6p,97476*,9/2,,T9867,L20378,
Re,3,186.16444,0.00060,186.1650,0.0003,160,4.00e+07,,47881.45,101597.24,5d4.(1I).6s,2I,11/2,,101597*,9/2,,T9867,L20378,
Re,3,186.17386,0.00060,186.1738,0.0003,220,6.75e+07,,41115.92,94829.16,5d4.6s,41115,7/2,5d4.6p,94829*,7/2,,T9867,L20378,
Re,3,186.32347,0.00060,186.3224,0.0004,254,1.20e+07,,45256.54,98926.96,5d4.(3G).6s,4G,11/2,5d4.6p,98926*,9/2,,T9867,L20378,
Re,3,186.42617,0.00060,186.4272,0.0003,70,1.50e+07,,26128.71,79768.95,5d5,26128,3/2,5d4.6p,79768*,3/2,,T9867,L20378,
Re,3,186.44723,0.00060,186.4473,0.0004,74,9.00e+06,,35139.99,88774.45,5d4.(3H).6s,4H,9/2,5d4.6p,88774*,9/2,,T9867,L20378,
Re,3,186.55878,0.00060,186.5594,0.0004,29,1.00e+07,,36463.97,90066.20,5d4.6s,36463,5/2,5d4.6p,90066*,7/2,,T9867,L20378,
Re,3,186.60890,0.00060,186.6087,0.0004,53,2.83e+07,,41210.25,94798.31,5d5,2D2,3/2,5d4.6p,94798*,5/2,,T9867,L20378,
Re,3,186.62691,0.00060,186.6264,0.0003,35,1.33e+07,,31989.54,85572.52,5d5,31989,3/2,5d4.6p,85572*,5/2,,T9867,L20378,
Re,4,186.64280,0.00060,186.6426,0.0008,56,8.00e+07,,78474.88,132053.22,5d3.(2D2).6s,1D     ,2,5d3.(2P).6p,3P*    ,1,,T9813,L20111,
Re,3,186.66649,0.00060,186.6663,0.0003,94,3.92e+07,,47881.45,101452.99,5d4.(1I).6s,2I,11/2,5d4.6p,101452*,11/2,,T9867,L20378,
Re,3,186.88358,0.00060,186.8832,0.0005,507bl(Re IV),7.75e+07,,43191.67,96701.04,,43191,5/2,5d4.6p,96701*,3/2,,T9867,L20378,
Re,4,186.88358,0.00060,186.8843,0.0003,507bl(Re III),1.14e+08,,65907.48,119416.52,5d3.(4F).6s,3F     ,4,5d3.6p,119416*,5,,T9813,L20111,
Re,3,186.90342,0.00060,186.9032,0.0003,804,1.02e+08,,40000.60,93504.22,,40000,5/2,5d4.6p,93504*,5/2,,T9867,L20378,
Re,3,186.94639,0.00060,186.9463,0.0003,461,7.17e+07,,39595.72,93087.02,5d4.(5D).6s,4D,5/2,5d4.6p,93087*,5/2,,T9867,L20378,
Re,3,187.04378,0.00060,187.0435,0.0003,1398,2.70e+08,,40934.98,94398.47,5d4.6s,40934,9/2,5d4.6p,94398*,11/2,,T9867,L20378,
Re,3,187.18571,0.00060,187.1859,0.0003,872,4.62e+08,,22106.24,75529.07,5d4.(5D).6s,6D,7/2,5d4.6p,75529*,5/2,,T9867,L20378,
Re,3,187.22709,0.00060,187.2270,0.0004,801,5.10e+07,,22106.24,75517.33,5d4.(5D).6s,6D,7/2,5d4.6p,75517*,9/2,,T9867,L20378,
Re,3,187.26421,0.00060,187.2643,0.0003,243,5.63e+07,,38752.31,92152.76,5d4.6s,38752,7/2,5d4.6p,92152*,7/2,,T9867,L20378,
Re,3,187.32072,0.00060,187.3200,0.0003,81,3.75e+07,,40934.98,94319.57,5d4.6s,40934,9/2,5d4.6p,94319*,7/2,,T9867,L20378,
Re,3,187.54141,0.00060,187.5412,0.0004,1598,1.98e+08,,17908.92,71230.53,5d4.(5D).6s,6D,3/2,5d4.(5D).6p,6F*,5/2,,T9867,L20378,
