element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ge,1,184.2408,0.0005,184.2410,200h,,,1409.9609,55686.70,4s2.4p2,3P,2,4s2.4p.5d,3F*,2,,,L3476,
Ge,1,184.4411,0.0005,184.441023,100H,,,7125.2989,61343.172,4s2.4p2,1D,2,4s2.4p.8s,"(3/2,1/2)*",1,,,L3476,
Ge,2,184.5388,0.0005,184.53868,30,,,65184.738,119373.92,4s.4p2,2D,5/2,4s2.7f,2F*,7/2,,,L3335,
Ge,1,184.5871,0.0005,184.587232,100h,,,0.0000,54174.928,4s2.4p2,3P,0,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
Ge,1,184.6956,0.0005,184.693411,100H,,,7125.2989,61269.082,4s2.4p2,1D,2,4s2.4p.8d,"(1/2,3/2)*",2,,,L3476,
Ge,1,185.3132,0.0005,185.313363,200,,,1409.9609,55372.610,4s2.4p2,3P,2,4s2.4p.5d,3D*,2,,,L3476,
Ge,1,186.0086,0.0005,186.0086,500r,,,7125.2989,60886.24,4s2.4p2,1D,2,4s2.4p.6d,"(3/2,3/2)*",3,,,L3476,
Ge,1,186.5053,0.0005,186.505249,100,,,557.1341,54174.928,4s2.4p2,3P,1,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
Ge,1,187.4253,0.0005,187.425651,300r,,,557.1341,53911.624,4s2.4p2,3P,1,4s2.4p.6s,"(3/2,1/2)*",2,,,L3476,
Ge,3,188.326,0.010,,6,,,,,,,,,,,,,L3302,
Ge,1,189.5197,0.0005,189.519686,100,,,1409.9609,54174.928,4s2.4p2,3P,2,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
Ge,1,190.4701,0.0005,190.470157,500r,,,1409.9609,53911.624,4s2.4p2,3P,2,4s2.4p.6s,"(3/2,1/2)*",2,,,L3476,
Ge,1,190.8435,0.0005,190.843420,50h,,,7125.2989,59524.276,4s2.4p2,1D,2,4s2.4p.8s,"(1/2,1/2)*",1,,,L3476,
Ge,1,191.2406,0.0005,191.240859,30,,,557.1341,52847.215,4s2.4p2,3P,1,4s2.4p.4d,1P*,1,,,L3476,
Ge,1,191.7591,0.0005,191.759239,300r,,,0.0000,52148.726,4s2.4p2,3P,0,4s2.4p.6s,"(1/2,1/2)*",1,,,L3476,
Ge,1,192.3468,0.0005,192.346742,"100H,r",,,7125.2989,59114.742,4s2.4p2,1D,2,4s2.4p.7s,"(3/2,1/2)*",1,,,L3476,
Ge,1,192.9828,0.0005,192.982623,500r,,,7125.2989,58943.436,4s2.4p2,1D,2,4s2.4p.5d,*,3,,,L3476,
Ge,1,193.404833,0.000006,193.404818,10,,,0.0000,51705.020,4s2.4p2,3P,0,4s2.4p.4d,3P*,1,,,L9083,
Ge,1,193.748238,0.000004,193.748248,100r,,,557.1341,52170.504,4s2.4p2,3P,1,4s2.4p.6s,"(1/2,1/2)*",0,,,L9083,
Ge,2,193.80077,0.00010,193.800774,500,,,1767.357,53366.738,4s2.4p,2P*,3/2,4s.4p2,4P,5/2,,,L187,
Ge,1,193.8301,0.0005,193.830034,100r,,,557.1341,52148.726,4s2.4p2,3P,1,4s2.4p.6s,"(1/2,1/2)*",1,,,L3476,
Ge,2,193.88906,0.00010,193.889063,500,,,0.000,51575.885,4s2.4p,2P*,1/2,4s.4p2,4P,1/2,,,L187,
Ge,1,194.4118,0.0005,194.411622,30,,,1409.9609,52847.215,4s2.4p2,3P,2,4s2.4p.4d,1P*,1,,,L3476,
Ge,1,194.47313,0.00010,194.4730,200,7.0e+07,C,557.1341,51978.15,4s2.4p2,3P,1,4s2.4p.4d,3P*,0,,T4515,L187,
Ge,1,195.5115,0.0005,195.511502,200,2.8e+07,C,557.1341,51705.020,4s2.4p2,3P,1,4s2.4p.4d,3P*,1,,T4515,L3476,
Ge,2,195.9781,0.0005,195.97799,20,,,65015.672,116041.81,4s.4p2,2D,3/2,4s2.6f,2F*,5/2,,,L3335,
Ge,1,196.2013,0.0005,196.201334,500,,,7125.2989,58093.352,4s2.4p2,1D,2,4s2.4p.5d,1F*,3,,,L3476,
