element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Sb,1,549.02252,549.02252,0.00010,30w,,,48332.424,66541.554,5p2.(3P).6s,4P,5/2,5p2.(3P<2>).7p,"(2,1/2)*",3/2,,,L10083,
Sb,1,555.60111,555.60108,0.00010,40w,,,46991.058,64984.586,5p2.(3P).6s,2P,1/2,5p2.(1D<2>).6p,"(2,1/2)*",3/2,,,L10083,
Sb,2,556.813,556.82+,0.04,15,,,75898.9,93853.2,5s2.5p.6s,1P*,1,5s2.5p.6p,1D,2,,,"L3304,L16370",
Sb,1,560.20656,560.20647,0.00010,30l,,,45945.340,63790.947,5p2.(3P).6s,4P,3/2,5p2.(3P<1>).7p,"(1,3/2)*",5/2,,,L10083,
Sb,1,563.19365,563.19352,0.00010,100l,,,43249.337,61000.296,5p2.(3P).6s,4P,1/2,5p2.(3P<0>).7p,"(0,3/2)*",3/2,,,L10083,
Sb,2,563.975,563.97+,0.05,30,,,75274.5,93000.9,5s2.5p.6s,3P*,2,5s2.5p.6p,3S,1,,,"L3304,L16370",
Sb,3,569.08,,,1,,,,,,,,,,,,,L3303,
Sb,3,571.73,,,1,,,,,,,,,,,,,L3303,
Sb,1,573.034,573.02392,0.00010,60w,,,49391.133,66837.572,5p2.(3P).6s,2P,3/2,5p2.(3P<2>).7p,"(2,3/2)*",5/2,,,L7406,
Sb,3,584.55,,,3,,,,,,,,,,,,,L3303,
Sb,2,589.509,,,15,,,,,,,,,,,,,L3304,
Sb,2,600.5210,600.51+,0.05,100,,,69535.7,86183.6,5s2.5p.6s,3P*,1,5s2.5p.6p,3D,2,,,"L3304,L16370",
Sb,2,605.3411,,,20,,,,,,,,,,,,,"L3304,L16370",
Sb,2,607.9797,607.97+,0.05,30,,,75274.5,91718.0,5s2.5p.6s,3P*,2,5s2.5p.6p,3P,2,,,"L3304,L16370",
Sb,2,613.004,612.98+,0.05,50*,,,76691.8,93000.9,5s2.5p.5d,3F*,2,5s2.5p.6p,3S,1,,,"L3304,L16370",
Sb,2,613.0043,613.00+,0.05,50*,,,75274.5,91583.2,5s2.5p.6s,3P*,2,5s2.5p.6p,3D,3,,,"L3304,L16370",
Sb,2,615.4945,615.50+,0.05,20,,,91583.2,107825.6,5s2.5p.6p,3D,3,5s2.5p.7s,3P*,2,,,"L3304,L16370",
Sb,3,624.67,,,5,,,,,,,,,,,,,L3303,
Sb,3,628.76,,,3,,,,,,,,,,,,,L3303,
Sb,2,630.2764,630.28+,0.06,12,,,77139.4,93000.9,5s.5p3,3P*,1,5s2.5p.6p,3S,1,,,"L3304,L16370",
Sb,1,661.13796,661.1381,0.0010,20,,,49391.133,64512.389,5p2.(3P).6s,2P,3/2,5p2.(1D<2>).6p,"(2,1/2)*",5/2,,,L10083,
Sb,2,664.744,,,30,,,,,,,,,,,,,L3304,
Sb,2,668.801,,,15,,,,,,,,,,,,,L3304,
Sb,2,680.667,,,6,,,,,,,,,,,,,L3304,
Sb,1,764.8258,764.8258,0.0010,30w,,,49391.133,62462.408,5p2.(3P).6s,2P,3/2,5p2.(3P<0>).4f,2[3]*,5/2,,,L10083,
Sb,1,784.4351,784.4351,0.0010,80,,,43249.337,55993.858,5p2.(3P).6s,4P,1/2,5p2.(3P<1>).6p,"(1,3/2)*",1/2,,,L10083,
Sb,1,792.4583,792.4583,0.0010,200,,,43249.337,55864.828,5p2.(3P).6s,4P,1/2,5p2.(3P<1>).6p,"(1,3/2)*",3/2,,,L10083,
Sb,1,796.955,796.9639,0.0010,40w,,,51676.437,64220.607,5p2.(3P<0>).6p,"(0,1/2)*",1/2,5p2.(3P).6d,2P,3/2,,,L7406,
Sb,1,841.1714,841.1714,0.0010,60,,,43249.337,55134.255,5p2.(3P).6s,4P,1/2,5p2.(3P<1>).6p,"(1,1/2)*",3/2,,,L10083,
Sb,1,857.2542,857.2538,0.0010,150,,,46991.058,58653.011,5p2.(3P).6s,2P,1/2,5p2.(3P<2>).6p,"(2,3/2)*",1/2,,,L10083,
Sb,1,861.9471,861.9471,0.0010,100,,,46991.058,58589.512,5p2.(3P).6s,2P,1/2,5p2.(3P<2>).6p,"(2,3/2)*",3/2,,,L10083,
Sb,1,868.2496,868.2495,0.0010,30w,,,53442.967,64957.231,5p2.(3P).5d,4P,5/2,5p2.(1D<2>).6p,"(2,3/2)*",7/2,,,L10083,
Sb,1,913.2182,913.2182,0.0010,30,,,43249.337,54196.618,5p2.(3P).6s,4P,1/2,5p2.(3P<1>).6p,"(1,1/2)*",1/2,,,L10083,
Sb,1,951.8421,951.8421,0.0010,400,,,48332.424,58835.487,5p2.(3P).6s,4P,5/2,5p2.(3P<2>).6p,"(2,3/2)*",5/2,,,L10083,
Sb,1,986.6757,986.6760,0.0010,30,,,51676.437,61808.698,5p2.(3P<0>).6p,"(0,1/2)*",1/2,5p2.(3P).5d,2D,3/2,,,L10083,
Sb,1,994.8990,994.8989,0.0010,400,,,45945.340,55993.858,5p2.(3P).6s,4P,3/2,5p2.(3P<1>).6p,"(1,3/2)*",1/2,,,L10083,
Sb,1,1007.8403,1007.8403,0.0010,200,,,45945.340,55864.828,5p2.(3P).6s,4P,3/2,5p2.(3P<1>).6p,"(1,3/2)*",3/2,,,L10083,
Sb,1,1026.0849,1026.0849,0.0010,300,,,48332.424,58075.536,5p2.(3P).6s,4P,5/2,5p2.(3P<2>).6p,"(2,1/2)*",3/2,,,L10083,
Sb,1,1036.4165,1036.4157,0.0010,50,,,55232.963,64878.958,5p2.(1D).6s,2D,3/2,5p2.(1D<2>).6p,"(2,3/2)*",5/2,,,L10083,
Sb,1,1048.83,,,50w,,,,,,,,,,,,,L7406,
Sb,1,1058.5436,1058.5436,0.0010,200,,,49391.133,58835.487,5p2.(3P).6s,2P,3/2,5p2.(3P<2>).6p,"(2,3/2)*",5/2,,,L10083,
Sb,1,1067.7246,1067.7246,0.0010,1000,,,43249.337,52612.483,5p2.(3P).6s,4P,1/2,5p2.(3P<0>).6p,"(0,3/2)*",3/2,,,L10083,
Sb,1,1074.1899,1074.1898,0.0010,800,,,45945.340,55252.132,5p2.(3P).6s,4P,3/2,5p2.(3P<1>).6p,"(1,3/2)*",5/2,,,L10083,
Sb,1,1079.3997,1079.3990,0.0010,80,,,49391.133,58653.011,5p2.(3P).6s,2P,3/2,5p2.(3P<2>).6p,"(2,3/2)*",1/2,,,L10083,
Sb,1,1083.9571,1083.9571,0.0010,600,,,48332.424,57555.355,5p2.(3P).6s,4P,5/2,5p2.(3P<2>).6p,"(2,3/2)*",7/2,,,L10083,
Sb,1,1086.8504,1086.8504,0.0010,200,,,49391.133,58589.512,5p2.(3P).6s,2P,3/2,5p2.(3P<2>).6p,"(2,3/2)*",3/2,,,L10083,
Sb,1,1087.9696,1087.9698,0.0010,400,,,45945.340,55134.255,5p2.(3P).6s,4P,3/2,5p2.(3P<1>).6p,"(1,1/2)*",3/2,,,L10083,
Sb,1,1101.2727,1101.2728,0.0010,300,,,48332.424,57410.340,5p2.(3P).6s,4P,5/2,5p2.(3P<2>).6p,"(2,1/2)*",5/2,,,L10083,
Sb,1,1107.9780,1107.9780,0.0010,40w,,,53442.967,62465.946,5p2.(3P).5d,4P,5/2,5p2.(3P<0>).4f,2[3]*,7/2,,,L10083,
Sb,1,1108.5181,1108.5182,0.0010,30w,,,52612.483,61631.065,5p2.(3P<0>).6p,"(0,3/2)*",3/2,5p2.(3P).5d,2D,5/2,,,L10083,
Sb,1,1110.4616,1110.4614,0.0010,50w,,,46991.058,55993.858,5p2.(3P).6s,2P,1/2,5p2.(3P<1>).6p,"(1,3/2)*",1/2,,,L10083,
Sb,1,1110.8488,1110.849,0.010,50w,,,56528.132,65527.792,5p2.(3P).5d,4F,7/2,5p2.(3P<1>).4f,2[4]*,9/2,,,L10083,
Sb,1,1118.9560,1118.9564,0.0010,30,,,53527.956,62462.408,5p2.(3P).5d,4F,3/2,5p2.(3P<0>).4f,2[3]*,5/2,,,L10083,
Sb,1,1126.6081,1126.6083,0.0010,150,,,46991.058,55864.828,5p2.(3P).6s,2P,1/2,5p2.(3P<1>).6p,"(1,3/2)*",3/2,,,L10083,
Sb,1,1186.3229,1186.3231,0.0010,30,,,43249.337,51676.437,5p2.(3P).6s,4P,1/2,5p2.(3P<0>).6p,"(0,1/2)*",1/2,,,L10083,
Sb,1,1195.7613,1195.7610,0.0010,1,,,56151.802,64512.389,5p2.(3P).5d,4P,3/2,5p2.(1D<2>).6p,"(2,1/2)*",5/2,,,L10083,
Sb,1,1211.6019,1211.6019,0.0010,5,,,45945.340,54196.618,5p2.(3P).6s,4P,3/2,5p2.(3P<1>).6p,"(1,1/2)*",1/2,,,L10083,
Sb,1,1227.6827,1227.6830,0.0010,2,,,46991.058,55134.255,5p2.(3P).6s,2P,1/2,5p2.(3P<1>).6p,"(1,1/2)*",3/2,,,L10083,
Sb,1,1246.6653,1246.6650,0.0010,2,,,49391.133,57410.340,5p2.(3P).6s,2P,3/2,5p2.(3P<2>).6p,"(2,1/2)*",5/2,,,L10083,

