element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Mg,5,11.1021,11.1022,0.0010,300g,2.89e+10,C+,1783.1,902509,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3D*,2,,"T7370c14,T7116",L5142,
Mg,5,11.1081,11.1081,0.0010,200g,4.23e+10,C+,2521.8,902766,2s2.2p4,3P,0,2s2.2p3.(2P*).3d,3D*,1,,"T7370c14,T7116",L5142,
Mg,5,11.1149,11.1149,0.0010,250g,2.60e+10,C,1783.1,901474,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,1D*,2,,"c39,T7116",L5142,
Mg,6,11.1160,11.1173,0.0010,300,1.38e+10,D+,83920.0,983420?,2s2.2p3,2P*,1/2,2s2.2p2.(1S).3s,2S,1/2,,c55,L7482,
Mg,5,11.1189,11.1189,0.0010,"300g,bl",1.80e+10,C+,0.0,899369,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3P*,2,,"T7370c14,T7116",L5142,
Mg,6,11.1199,11.1186,0.0010,400,2.54e+10,D+,84028.4,983420?,2s2.2p3,2P*,3/2,2s2.2p2.(1S).3s,2S,1/2,,c55,L7482,
Mg,5,11.1239,11.1239,0.0010,250g,9.99e+09,C+,0.0,898962,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3P*,1,,"T7370c14,T7116",L5142,
Mg,5,11.1410,11.1410,0.0010,200g,5.06e+09,C+,1783.1,899369,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3P*,2,,"T7370c14,T7116",L5142,
Mg,5,11.1461,11.1460,0.0010,200g,1.06e+10,C+,1783.1,898962,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3P*,1,,"T7370c14,T7116",L5142,
Mg,5,11.1486,11.1486,0.0010,200g,3.69e+10,C+,1783.1,898757,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3P*,0,,"T7370c14,T7116",L5142,
Mg,5,11.1547,11.1552,0.0010,300g,1.17e+10,C+,2521.8,898962,2s2.2p4,3P,0,2s2.2p3.(2P*).3d,3P*,1,,"T7370c14,T7116",L5142,
Mg,6,11.1552,11.1552,0.0010,500g,2.24e+10,C,0.0,896440,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3s,4P,5/2,,c55,L7482,
Mg,6,11.1746,11.1746,0.0010,400g,2.22e+10,C,0.0,894890,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3s,4P,3/2,,c55,L7482,
Mg,6,11.1864,11.1864,0.0010,400g,2.21e+10,D+,0.0,893940,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3s,4P,1/2,,c55,L7482,
Mg,7,11.1984,11.1984,0.0010,10,6.07e+09,C,232853,1125840,2s.2p3,3D*,3,2s2.2p.3p,3P,2,,"c55,T6950",L7482,
Mg,7,11.2135,11.2110,0.0010,10,4.57e+09,A,232957,1124940,2s.2p3,3D*,2,2s2.2p.3p,3P,1,,"c55,T6950",L7482,
Mg,7,11.2269,11.2269,0.0010,1,6.37e+09,A,233024,1123740?,2s.2p3,3D*,1,2s2.2p.3p,3P,0,,"c55,T6950",L7482,
Mg,6,11.3189,11.3190,0.0010,500*,2.81e+10,C,55356,938830,2s2.2p3,2D*,5/2,2s2.2p2.(1D).3s,2D,5/2,,c55,L7482,
Mg,6,11.3189,11.3192,0.0010,500*,2.66e+10,C,55372.8,938830,2s2.2p3,2D*,3/2,2s2.2p2.(1D).3s,2D,3/2,,c55,L7482,
Mg,5,11.3209,11.3202,0.0010,100*,8.43e+09,D,283212.3,1166590?,2s.2p5,3P*,2,2s.2p4.(2D).3d,3D,2,,"c57,LS",L5142,
Mg,5,11.3209,11.3210,0.0010,100*,3.38e+10,C,283212.3,1166530?,2s.2p5,3P*,2,2s.2p4.(2D).3d,3D,3,,"c57,LS",L5142,
Mg,5,11.3276,11.3277,0.0010,20g,6.34e+08,D,0.0,882791,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,1F*,3,,"T7370c14,T7116",L5142,
Mg,5,11.3409,11.3409,0.0010,50,2.52e+10,C,284828.3,1166590?,2s.2p5,3P*,1,2s.2p4.(2D).3d,3D,2,,"c57,LS",L5142,
Mg,5,11.3515,11.3515,0.0010,30,1.86e+10,D+,285712.0,1166650?,2s.2p5,3P*,0,2s.2p4.(2D).3d,3D,1,,"c57,LS",L5142,
Mg,5,11.3699,11.3699,0.0010,400g,7.55e+10,B,0.0,879515,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3S*,1,,"T7370c14,T7116",L5142,
Mg,5,11.3819,11.3821,0.0010,100*,6.53e+09,C,35926,914500,2s2.2p4,1D,2,2s2.2p3.(2P*).3d,1P*,1,,"T7370c14,T7116",L5142,
Mg,5,11.3819,11.3823,0.0010,100*,,,283212.3,1161770?,2s.2p5,3P*,2,2s.2p4.(4P).4s,3P,2,,,L5142,
Mg,5,11.3930,11.3930,0.0010,300g,5.49e+10,B,1783.1,879515,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3S*,1,,"T7370c14,T7116",L5142,
Mg,5,11.3988,11.3988,0.0010,300g,7.00e+10,B,0.0,877283,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3P*,1,,"T7370c14,T7116",L5142,
Mg,5,11.4026,11.4026,0.0010,100g*,2.00e+10,B,2521.8,879515,2s2.2p4,3P,0,2s2.2p3.(2D*).3d,3S*,1,,"T7370c14,T7116",L5142,
Mg,5,11.4026,11.4033,0.0010,100g*,,,284828.3,1161770?,2s.2p5,3P*,1,2s.2p4.(4P).4s,3P,2,,,L5142,
Mg,5,11.4052,11.4052,0.0010,400g,1.13e+11,B,0.0,876795,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3P*,2,,"T7370c14,T7116",L5142,
Mg,5,11.4197,11.4197,0.0010,200g,1.36e+11,C+,1783.1,877463,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3P*,0,,"T7370c14,T7116",L5142,
Mg,5,11.4220,11.4220,0.0010,150g,2.88e+10,C+,1783.1,877283,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3P*,1,,"T7370c14,T7116",L5142,
Mg,5,11.4284,11.4284,0.0010,200g,3.37e+10,C+,1783.1,876795,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3P*,2,,"T7370c14,T7116",L5142,
Mg,5,11.4317,11.4317,0.0010,100g,3.95e+10,C+,2521.8,877283,2s2.2p4,3P,0,2s2.2p3.(2D*).3d,3P*,1,,"T7370c14,T7116",L5142,
Mg,6,11.4412,11.4407,0.0010,10,2.90e+10,C,247948,1122020,2s.2p4,4P,5/2,2s.2p3.(3D*).3s,4D*,7/2,,"c6,LS",L7482,
Mg,5,11.4488,11.4488,0.0010,20g,1.41e+09,D,0.0,873456,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,1P*,1,,"T7370c14,T7116",L5142,
Mg,6,11.4624,11.4622,0.0010,10,2.02e+10,C,249584,1122020,2s.2p4,4P,3/2,2s.2p3.(3D*).3s,4D*,5/2,,"c6,LS",L7482,
Mg,5,11.4721,11.4722,0.0010,"10g,bl",2.02e+09,D,1783.1,873456,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,1P*,1,,"T7370c14,T7116",L5142,
Mg,6,11.4725,11.4735,0.0010,10,1.20e+10,D+,250450,1122020,2s.2p4,4P,1/2,2s.2p3.(3D*).3s,4D*,3/2,,"c6,LS",L7482,
Mg,5,11.4764,11.4764,0.0010,200g,1.65e+10,C+,0.0,871357,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3D*,2,,"T7370c14,T7116",L5142,
Mg,5,11.4782,11.4782,0.0010,600g,7.91e+10,B,0.0,871216,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3D*,3,,"T7370c14,T7116",L5142,
Mg,5,11.5000,11.4999,0.0010,300g,5.71e+10,C+,1783.1,871357,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3D*,2,,"T7370c14,T7116",L5142,
Mg,5,11.5016,11.5016,0.0010,300,9.91e+10,B,35926,905370,2s2.2p4,1D,2,2s2.2p3.(2P*).3d,1F*,3,,"T7370c14,T7116",L5142,
Mg,5,11.5092,11.5092,0.0010,400g,4.02e+10,C+,2521.8,871390,2s2.2p4,3P,0,2s2.2p3.(2D*).3d,3D*,1,,"T7370c14,T7116",L5142,
Mg,5,11.5398,11.5396,0.0010,400,5.01e+08,E,35926,902509,2s2.2p4,1D,2,2s2.2p3.(2P*).3d,3D*,2,,T7370c14,L5142,
Mg,5,11.5536,11.5534,0.0010,400,3.68e+10,C+,35926,901474,2s2.2p4,1D,2,2s2.2p3.(2P*).3d,1D*,2,,"c39,T7116",L5142,
Mg,6,11.6968,11.6967,0.0010,500,3.42e+10,C,55356,910300,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3s,2P,3/2,,c55,L7482,
Mg,6,11.7226,11.7228,0.0010,300,3.97e+10,C,55372.8,908410,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3s,2P,1/2,,c55,L7482,
Mg,6,11.7527,11.7532,0.0010,100,2.06e+10,D+,341751,1192580,2s.2p4,2D,5/2,2s.2p3.(3P*).3s,2P*,3/2,,"c6,LS",L7482,
Mg,5,11.8084,11.8083,0.0010,700,1.39e+11,B,35926,882791,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,1F*,3,,"T7370c14,T7116",L5142,
Mg,4,,11.8164,0.0010,4g*,,,0,846281,2s2.2p5,2P*,3/2,,2D?,3/2,,,L1965,
Mg,4,,11.8164,0.0010,4g*,,,0,846281,2s2.2p5,2P*,3/2,,2D?,5/2,,,L1965,
Mg,4,11.8424,11.8424,0.0010,5g*,,,0,844424,2s2.2p5,2P*,3/2,2s2.2p4.(1S).4d?,2D?,5/2,,,L1965,
Mg,4,11.8476,11.8478,0.0010,"4g,bl",,,0,844036,2s2.2p5,2P*,3/2,2s2.2p4.(1D).5d?,2P?,1/2,,,L1965,
Mg,4,11.8487,11.8487,0.0010,"3g,bl",,,0,843974,2s2.2p5,2P*,3/2,2s2.2p4.(1D).5d?,2P?,3/2,,,L1965,
Mg,4,11.8737,11.8737,0.0010,4g,,,2228,844424,2s2.2p5,2P*,1/2,2s2.2p4.(1S).4d?,2D?,3/2,,,L1965,
Mg,4,11.8792,11.8792,0.0010,"4g,bl",,,2228,844036,2s2.2p5,2P*,1/2,2s2.2p4.(1D).5d?,2P?,1/2,,,L1965,
Mg,5,11.8809,11.8809,0.0010,500,9.01e+10,B,35926,877611,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,1D*,2,,"T7370c14,T7116",L5142,
Mg,5,11.8857,11.8856,0.0010,5,1.42e+09,D,35926,877283,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,3P*,1,,"T7370c14,T7116",L5142,
Mg,5,11.8925,11.8925,0.0010,10,5.63e+08,D,35926,876795,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,3P*,2,,"T7370c14,T7116",L5142,
Mg,5,11.9400,11.9399,0.0010,400,7.54e+10,C+,35926,873456,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,1P*,1,,"T7370c14,T7116",L5142,
Mg,5,11.9445,11.9443,0.0010,400,1.73e+11,B,77279,914500,2s2.2p4,1S,0,2s2.2p3.(2P*).3d,1P*,1,,"T7370c14,T7116",L5142,
Mg,5,11.9697,11.9699,0.0010,5,3.72e+07,E,35926,871357,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,3D*,2,,"T7370c14,T7116",L5142,
Mg,6,12.1025,12.1026,0.0010,500,2.40e+10,C,84028.4,910300,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3s,2P,3/2,,c55,L7482,
Mg,6,12.1290,12.1303,0.0010,300,7.44e+09,D+,84028.4,908410,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3s,2P,1/2,,c55,L7482,
Mg,4,12.1542,12.1546,0.0010,5g*,,,0,822734,2s2.2p5,2P*,3/2,2s2.2p4.(1D).5s,2D,3/2,,,L1965,
Mg,4,12.1542,12.1546,0.0010,5g*,,,0,822734,2s2.2p5,2P*,3/2,2s2.2p4.(1D).5s,2D,5/2,,,L1965,
Mg,5,12.1644,12.1645,0.0010,1000g,7.41e+10,B,0.0,822066,2s2.2p4,3P,2,2s2.2p3.(4S*).3d,3D*,3,,"T7370c14,T7116",L5142,
Mg,5,12.1655,12.1656,0.0010,100g,1.87e+10,C+,0.0,821989,2s2.2p4,3P,2,2s2.2p3.(4S*).3d,3D*,2,,"T7370c14,T7116",L5142,
Mg,4,12.1873,12.1876,0.0010,1g,,,2228,822734,2s2.2p5,2P*,1/2,2s2.2p4.(1D).5s,2D,3/2,,,L1965,
Mg,5,12.1922,12.1921,0.0010,500g,5.40e+10,C+,1783.1,821989,2s2.2p4,3P,1,2s2.2p3.(4S*).3d,3D*,2,,"T7370c14,T7116",L5142,
Mg,5,12.2033,12.2033,0.0010,400g,3.99e+10,C+,2521.8,821974,2s2.2p4,3P,0,2s2.2p3.(4S*).3d,3D*,1,,"T7370c14,T7116",L5142,
Mg,4,12.3169,12.3170,0.0010,2g,,,0,811888,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,,3/2,,,L1965,
Mg,4,12.3266,12.3266,0.0010,8g,,,0,811254,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,2D,5/2,,,L1965,
Mg,4,12.3367,12.3367,0.0010,"6g,bl",,,0,810590,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,,3/2?,,,L1965,
Mg,4,12.3377,12.3382,0.0010,"2g,bl",,,0,810492,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,,1/2?,,,L1965,
Mg,4,12.3401,12.3401,0.0010,4g,,,0,810366,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,4F?,5/2,,,L1965,
Mg,4,12.3417,12.3419,0.0010,3g,,,0,810249,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,4F?,3/2,,,L1965,
Mg,4,12.3508,12.3509,0.0010,7g,,,2228,811888,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,,3/2,,,L1965,
Mg,4,12.3567,12.3569,0.0010,5g,,,0,809265,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,,1/2?,,,L1965,
Mg,4,12.3590,12.3590,0.0010,7g,,,0,809127,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,2F?,5/2,,,L1965,
Mg,6,12.3590,12.3596,0.0010,100,3.56e+10,C,341751,1150840,2s.2p4,2D,5/2,2s.2p3.(3D*).3s,2D*,5/2,,"c6,LS",L7482,
Mg,4,12.3708,12.3707,0.0010,"2g,bl",,,2228,810590,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,,3/2?,,,L1965,
Mg,4,12.3722,12.3722,0.0010,"4g,bl",,,2228,810492,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,,1/2?,,,L1965,
Mg,4,12.3761,12.3759,0.0010,2g,,,2228,810249,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,4F?,3/2,,,L1965,
Mg,4,12.3958,12.3956,0.0010,1g,,,2228,808965,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,4P,1/2,,,L1965,
Mg,4,12.4417,12.4416,0.0010,6g,3.26e+10,D,0,803754,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4d,2S,1/2,,T4781,L1965,
Mg,4,12.4527,12.4525,0.0010,"3g,bl",4.48e+09,E,0,803054,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4d,2D,3/2,,T4781,L1965,
Mg,4,12.4541,12.4540,0.0010,"7g,bl",1.93e+10,D,0,802954,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4d,2D,5/2,,T4781,L1965,
Mg,4,12.4640,12.4641,0.0010,"5g,bl",1.59e+10,E,0,802306,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4d,2P,1/2,,T4781,L1965,
Mg,4,12.4652,12.4650,0.0010,"8g,bl",3.32e+10,D,0,802244,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4d,2P,3/2,,T4781,L1965,
Mg,4,12.4763,12.4762,0.0010,5g,1.87e+10,E,2228,803754,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4d,2S,1/2,,T4781,L1965,
Mg,4,12.4872,12.4871,0.0010,6g,1.90e+10,D,2228,803054,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4d,2D,3/2,,T4781,L1965,
Mg,4,12.4987,12.4988,0.0010,"6g,bl",2.81e+10,E,2228,802306,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4d,2P,1/2,,T4781,L1965,
Mg,4,12.4999,12.4998,0.0010,"5g,bl",7.56e+09,E,2228,802244,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4d,2P,3/2,,T4781,L1965,
Mg,6,12.5206,12.5205,0.0010,300,2.44e+10,C,247948,1046640,2s.2p4,4P,5/2,2s.2p3.(5S*).3s,4S*,3/2,,c55,L7482,
Mg,6,12.5459,12.5462,0.0010,300,1.60e+10,C,249584,1046640,2s.2p4,4P,3/2,2s.2p3.(5S*).3s,4S*,3/2,,c55,L7482,
Mg,4,12.5462,12.5462,0.0010,5g,,,0,797056,2s2.2p5,2P*,3/2,2s2.2p4.(1S).4s,2S,1/2,,,L1965,
Mg,6,12.5600,12.5598,0.0010,400,7.97e+09,D+,250450,1046640,2s.2p4,4P,1/2,2s.2p3.(5S*).3s,4S*,3/2,,c55,L7482,
Mg,5,12.5601,12.5600,0.0010,400bl,1.11e+10,C+,77279,873456,2s2.2p4,1S,0,2s2.2p3.(2D*).3d,1P*,1,,"T7370c14,T7116",L5142,
Mg,4,12.5813,12.5813,0.0010,4g,,,2228,797056,2s2.2p5,2P*,1/2,2s2.2p4.(1S).4s,2S,1/2,,,L1965,
Mg,5,12.6280,12.6282,0.0010,400,1.10e+11,B,283212.3,1075090,2s.2p5,3P*,2,2s.2p4.(4P).3d?,3D?,3,,"c57,LS",L5142,
Mg,5,12.6294,12.6282,0.0010,100bl,2.75e+10,C,283212.3,1075090,2s.2p5,3P*,2,2s.2p4.(4P).3d?,3D?,2,,"c57,LS",L5142,
Mg,6,12.6450,12.6461,0.0010,100,1.66e+10,D+,401822,1192580,2s.2p4,2S,1/2,2s.2p3.(3P*).3s,2P*,3/2,,"c6,LS",L7482,
Mg,6,12.6488,12.6501,0.0010,100,1.66e+10,D+,401822,1192330,2s.2p4,2S,1/2,2s.2p3.(3P*).3s,2P*,1/2,,"c6,LS",L7482,
Mg,5,12.6546,12.6540,0.0010,200,8.20e+10,C+,284828.3,1075090,2s.2p5,3P*,1,2s.2p4.(4P).3d?,3D?,2,,"c57,LS",L5142,
Mg,4,12.6602,12.6601,0.0010,1g,,,0,789881,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5s,2P,1/2,,,L1965,
Mg,5,12.6678,12.6682,0.0010,10,6.05e+10,C,285712.0,1075090,2s.2p5,3P*,0,2s.2p4.(4P).3d?,3D?,1,,"c57,LS",L5142,
Mg,4,12.6799,12.6802,0.0010,4g,,,0,788632,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5s,2P,3/2,,,L1965,
Mg,4,12.6960,12.6959,0.0010,2g,,,2228,789881,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5s,2P,1/2,,,L1965,
Mg,4,12.7013,12.7014,0.0010,3g,,,0,787315,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5s,4P,3/2,,,L1965,
Mg,4,12.7161,12.7161,0.0010,1g,,,2228,788632,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5s,2P,3/2,,,L1965,
Mg,5,12.7206,12.7204,0.0010,1,1.79e+07,C,35926,822066,2s2.2p4,1D,2,2s2.2p3.(4S*).3d,3D*,3,,c55,L5142,
Mg,4,12.7375,12.7374,0.0010,1g,,,2228,787315,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5s,4P,3/2,,,L1965,
Mg,4,12.9711,12.9710,0.0010,5g,8.06e+09,E,0,770948,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,2P,3/2,,T4781,L1965,
Mg,4,12.9857,12.9857,0.0010,16g,5.61e+10,D+,0,770075,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,2D,5/2,,T4781,L1965,
Mg,4,12.9966,12.9968,0.0010,"11g,bl",3.27e+10,D,0,769421,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,2D,3/2,,T4781,L1965,
Mg,4,12.9975,12.9979,0.0010,"9g,bl",1.22e+10,E,0,769356,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,2P,1/2,,T4781,L1965,
Mg,12,13.0061,13.00404958,0.00000009,4*,2.6737e+11,AA,(14073070.9353),(14842062.159),3d,2D,3/2,4f,2F*,5/2,,T7771,L10489,
Mg,12,13.0061,13.0041053,0.0000009,4*,1.4605e+11,AA,(14073074.80),(14842062.728),3p,2P*,3/2,4d,2D,5/2,,T7771,L10489,
Mg,4,13.0086,13.0086,0.0010,10g,3.92e+10,D,2228,770948,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,2P,3/2,,T4781,L1965,
Mg,4,13.0118,13.0117,0.0010,9g,,,0,768539,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,4P,5/2,,,L1965,
Mg,12,13.0141,13.01407617,0.00000009,6,2.8617e+11,AA,(14073821.6353),(14842220.396),3d,2D,5/2,4f,2F*,7/2,,T7771,L10489,
Mg,4,13.0246,13.0246,0.0010,7g,,,0,767780,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,4P,3/2,,,L1965,
Mg,6,13.0294,13.0312,0.0010,200,2.98e+09,D,425190,1192580,2s.2p4,2P,3/2,2s.2p3.(3P*).3s,2P*,3/2,,"c6,LS",L7482,
Mg,4,13.0295,13.0295,0.0010,9g,,,0,767489,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4d,4F,5/2,,,L1965,
Mg,4,13.0344,13.0345,0.0010,"9g,bl",2.47e+10,E,2228,769421,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,2D,3/2,,T4781,L1965,
Mg,4,13.0354,13.0356,0.0010,"9g,bl",2.20e+10,E,2228,769356,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,2P,1/2,,T4781,L1965,
Mg,4,13.0537,13.0537,0.0010,3g,,,2228,768294?,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,4F,3/2,,,L1965,
Mg,4,13.0624,13.0625,0.0010,4g,,,2228,767780,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,4P,3/2,,,L1965,
Mg,6,13.0630,13.0643,0.0010,100,5.92e+08,E,427135,1192580,2s.2p4,2P,1/2,2s.2p3.(3P*).3s,2P*,3/2,,"c6,LS",L7482,
Mg,4,13.0700,13.0700,0.0010,1g,,,2228,767339?,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4d,4P,1/2,,,L1965,
Mg,4,13.2123,13.21221,0.00010,5g*,,,0,756875.8,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4s,2D,3/2,,,L1965,
Mg,4,13.2123,13.21238,0.00010,5g*,,,0,756866.1,2s2.2p5,2P*,3/2,2s2.2p4.(1D).4s,2D,5/2,,,L1965,
Mg,5,13.2163,13.2163,0.0010,500g,1.17e+10,C+,0.0,756641,2s2.2p4,3P,2,2s2.2p3.(2P*).3s,3P*,2,,"T7370c14,T7116",L5142,
Mg,5,13.2175,13.2176,0.0010,300g,6.38e+09,C,0.0,756566,2s2.2p4,3P,2,2s2.2p3.(2P*).3s,3P*,1,,"T7370c14,T7116",L5142,
Mg,5,13.2476,13.2475,0.0010,200g,4.98e+09,C,1783.1,756641,2s2.2p4,3P,1,2s2.2p3.(2P*).3s,3P*,2,,"T7370c14,T7116",L5142,
Mg,5,13.2492,13.2492,0.0010,300g,1.66e+10,C,1783.1,756545,2s2.2p4,3P,1,2s2.2p3.(2P*).3s,3P*,0,,"T7370c14,T7116",L5142,
Mg,4,13.2509,13.25121,0.00010,3g,,,2228,756875.8,2s2.2p5,2P*,1/2,2s2.2p4.(1D).4s,2D,3/2,,,L1965,
Mg,5,13.2620,13.2618,0.0010,300g,6.30e+09,C,2521.8,756566,2s2.2p4,3P,0,2s2.2p3.(2P*).3s,3P*,1,,"T7370c14,T7116",L5142,
Mg,4,13.2814,13.28026,0.00010,20g*,1.66e+09,D,0,752997.4,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3d,2D,3/2,,c48,L1965,
Mg,4,13.2814,13.28142,0.00010,20g*,1.01e+10,D+,0,752931.7,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3d,2D,5/2,,c48,L1965,
Mg,4,13.3197,13.31967,0.00010,9g,9.65e+09,D+,2228,752997.4,2s2.2p5,2P*,1/2,2s2.2p4.(1S).3d,2D,3/2,,c48,L1965,
Mg,5,13.5628,13.5628,0.0010,200,1.69e+10,C,283212.3,1020522,2s.2p5,3P*,2,2s.2p4.(2D).3s,3D,3,,"c57,LS",L5142,
Mg,5,13.5644,13.5647,0.0010,40bl,4.21e+09,D,283212.3,1020419,2s.2p5,3P*,2,2s.2p4.(2D).3s,3D,2,,"c57,LS",L5142,
Mg,5,13.5947,13.5945,0.0010,100,1.26e+10,D+,284828.3,1020419,2s.2p5,3P*,1,2s.2p4.(2D).3s,3D,2,,"c57,LS",L5142,
Mg,5,13.5961,13.5959,0.0010,50bl,6.96e+09,D,284828.3,1020345,2s.2p5,3P*,1,2s.2p4.(2D).3s,3D,1,,"c57,LS",L5142,
Mg,5,13.6121,13.6122,0.0010,40,9.26e+09,D,285712.0,1020345,2s.2p5,3P*,0,2s.2p4.(2D).3s,3D,1,,"c57,LS",L5142,
Mg,5,13.7229,13.7230,0.0010,600,2.03e+10,C+,35926,764628,2s2.2p4,1D,2,2s2.2p3.(2P*).3s,1P*,1,,"T7370c14,T7116",L5142,
Mg,5,13.7412,13.7411,0.0010,800g,1.63e+10,C+,0.0,727742,2s2.2p4,3P,2,2s2.2p3.(2D*).3s,3D*,3,,"T7370c14,T7116",L5142,
Mg,5,13.7745,13.7745,0.0010,700g,1.15e+10,C+,1783.1,727763,2s2.2p4,3P,1,2s2.2p3.(2D*).3s,3D*,2,,"T7370c14,T7116",L5142,
Mg,6,13.7814,13.7807,0.0010,10,1.89e+09,D,425190,1150840,2s.2p4,2P,3/2,2s.2p3.(3D*).3s,2D*,5/2,,"c6,LS",L7482,
Mg,5,13.7882,13.7882,0.0010,600g,8.46e+09,C,2521.8,727782,2s2.2p4,3P,0,2s2.2p3.(2D*).3s,3D*,1,,"T7370c14,T7116",L5142,
Mg,4,13.7966,13.79660,0.00010,6g,,,0,724816.3,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4s,2P,1/2,,,L1965,
Mg,4,13.8261,13.82615,0.00010,10g,,,0,723267.3,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4s,2P,3/2,,,L1965,
Mg,4,13.8392,13.83914,0.00010,8g,,,2228,724816.3,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4s,2P,1/2,,,L1965,
Mg,4,13.8689,13.86879,0.00010,8g*,,,0,721043.6,2s2.2p5,2P*,3/2,2s2.2p4.(3P).4s,4P,3/2,,,L1965,
Mg,4,13.8689,13.86887,0.00010,8g*,,,2228,723267.3,2s2.2p5,2P*,1/2,2s2.2p4.(3P).4s,2P,3/2,,,L1965,
Mg,5,13.8751,13.8751,0.0010,100,2.48e+08,D,35926,756641,2s2.2p4,1D,2,2s2.2p3.(2P*).3s,3P*,2,,"T7370c14,T7116",L5142,
